Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Mammary Gland Bud Morphogenesis -> Biodomain: Proteostasis, Immune Response, Autophagy, Apoptosis, Lipid Metabolism
GO Term: Nipple Morphogenesis -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Submandibular Salivary Gland Formation -> Biodomain: Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Salivary Gland Cavitation -> Biodomain: Vasculature, Immune Response, Proteostasis, APP Metabolism, Cell Cycle
GO Term: Epithelial Cell Proliferation Involved In Salivary Gland Morphogenesis -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Cell Cycle
GO Term: Regulation Of Branching Involved In Salivary Gland Morphogenesis By Mesenchymal-Epithelial Signaling -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Dichotomous Subdivision Of Terminal Units Involved In Salivary Gland Branching -> Biodomain: Structural Stabilization, Immune Response, Synapse, APP Metabolism, Autophagy
GO Term: Branch Elongation Involved In Salivary Gland Morphogenesis -> Biodomain: Proteostasis, Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Regulation Of Branching Involved In Salivary Gland Morphogenesis By Extracellular Matrix-Epithelial Cell Signaling -> Biodomain: Proteostasis, Apoptosis, Immune Response, Oxidative Stress, Tau Homeostasis
GO Term: Embryonic Placenta Morphogenesis -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, APP Metabolism
GO Term: Branching Involved In Labyrinthine Layer Morphogenesis -> Biodomain: Vasculature, Immune Response, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Epithelial Cell Morphogenesis Involved In Placental Branching -> Biodomain: Proteostasis, Synapse, Immune Response, Autophagy, Mitochondrial Metabolism
GO Term: Placenta Blood Vessel Development -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Ureteric Bud Morphogenesis -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Ureteric Bud Formation -> Biodomain: Synapse, Proteostasis, Autophagy, Oxidative Stress, Immune Response
GO Term: Ureteric Bud Elongation -> Biodomain: Immune Response, Endolysosome, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Dichotomous Subdivision Of Terminal Units Involved In Ureteric Bud Branching -> Biodomain: Unknown, Apoptosis, Immune Response, Endolysosome, Structural Stabilization
GO Term: Branch Elongation Involved In Ureteric Bud Branching -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Primary Ureteric Bud Growth -> Biodomain: Vasculature, Immune Response, Apoptosis, Cell Cycle, Endolysosome
GO Term: Regulation Of Branching Involved In Salivary Gland Morphogenesis By Epithelial-Mesenchymal Signaling -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Apoptosis, APP Metabolism
GO Term: Epithelial-Mesenchymal Cell Signaling -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, Apoptosis
GO Term: Regulation Of Prostatic Bud Formation -> Biodomain: Proteostasis, Immune Response, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Prostatic Bud Formation -> Biodomain: Proteostasis, APP Metabolism, Oxidative Stress, Tau Homeostasis, Immune Response
GO Term: Regulation Of Branching Involved In Prostate Gland Morphogenesis -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Oxidative Stress, Synapse
GO Term: Regulation Of Morphogenesis Of A Branching Structure -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Immune Response, Lipid Metabolism
GO Term: Cell Differentiation Involved In Salivary Gland Development -> Biodomain: Immune Response, Structural Stabilization, Synapse, Oxidative Stress, Mitochondrial Metabolism
GO Term: Epithelial Cell Maturation Involved In Salivary Gland Development -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Synapse
GO Term: Regulation Of Branching Involved In Salivary Gland Morphogenesis -> Biodomain: Proteostasis, Tau Homeostasis, Synapse, Oxidative Stress, Apoptosis
GO Term: Regulation Of Phospholipid Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Proteostasis
GO Term: Positive Regulation Of Phospholipid Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Proteostasis
GO Term: Endoribonuclease Inhibitor Activity -> Biodomain: Proteostasis, Apoptosis, Immune Response, Endolysosome, RNA Spliceosome
GO Term: Regulation Of Endoribonuclease Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis
GO Term: Regulation Of Ribonuclease Activity -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Oxidative Stress, Immune Response
GO Term: Negative Regulation Of Endoribonuclease Activity -> Biodomain: RNA Spliceosome, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Deoxyribonuclease Inhibitor Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Endolysosome
GO Term: Cell Differentiation Involved In Embryonic Placenta Development -> Biodomain: Immune Response, Endolysosome, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Trophoblast Giant Cell Differentiation -> Biodomain: Immune Response, Endolysosome, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Chorio-Allantoic Fusion -> Biodomain: Immune Response, Structural Stabilization, Endolysosome, Apoptosis, Oxidative Stress
GO Term: Labyrinthine Layer Development -> Biodomain: Structural Stabilization, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Spongiotrophoblast Layer Development -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis
GO Term: Labyrinthine Layer Morphogenesis -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Apoptosis, APP Metabolism
GO Term: Syncytiotrophoblast Cell Differentiation Involved In Labyrinthine Layer Development -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Labyrinthine Layer Blood Vessel Development -> Biodomain: Vasculature, Immune Response, Autophagy, Oxidative Stress, Proteostasis
GO Term: Chorion Development -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Proteostasis
GO Term: Chorionic Trophoblast Cell Differentiation -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Synapse, Endolysosome
GO Term: Chorionic Trophoblast Cell Development -> Biodomain: Immune Response, Oxidative Stress, Autophagy, APP Metabolism, Lipid Metabolism
GO Term: Intestinal Epithelial Structure Maintenance -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Regulation Of Intestinal Epithelial Structure Maintenance -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Autophagy, APP Metabolism
GO Term: Positive Regulation Of Intestinal Epithelial Structure Maintenance -> Biodomain: Proteostasis, Autophagy, Immune Response, APP Metabolism, Structural Stabilization
GO Term: Positive Regulation Of Inositol Phosphate Biosynthetic Process -> Biodomain: Proteostasis, Oxidative Stress, Synapse, APP Metabolism, Autophagy
GO Term: Regulation Of Eif2 Alpha Phosphorylation By Dsrna -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism
GO Term: Prostate Gland Growth -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism
GO Term: Epithelial-Mesenchymal Signaling Involved In Prostate Gland Development -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Tau Homeostasis
GO Term: Mesenchymal-Epithelial Cell Signaling Involved In Prostate Gland Development -> Biodomain: Proteostasis, Synapse, Apoptosis, Immune Response, Oxidative Stress
GO Term: Prostate Gland Epithelium Morphogenesis -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Structural Stabilization
GO Term: Prostate Gland Stromal Morphogenesis -> Biodomain: Immune Response, Structural Stabilization, Oxidative Stress, Lipid Metabolism, Endolysosome
GO Term: Epithelial Cell Differentiation Involved In Prostate Gland Development -> Biodomain: Proteostasis, Synapse, Immune Response, Oxidative Stress, Lipid Metabolism
GO Term: Epithelial Cell Maturation Involved In Prostate Gland Development -> Biodomain: Proteostasis, Immune Response, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Mammary Gland Branching Involved In Thelarche -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Lipid Metabolism
GO Term: Mammary Gland Branching Involved In Pregnancy -> Biodomain: Unknown, Immune Response, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Parental Behavior -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Tau Homeostasis
GO Term: Tertiary Branching Involved In Mammary Gland Duct Morphogenesis -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Synapse
GO Term: Mammary Gland Alveolus Development -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Immune Response
GO Term: Epithelial Cell Proliferation Involved In Mammary Gland Duct Elongation -> Biodomain: Proteostasis, Immune Response, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Branch Elongation Involved In Mammary Gland Duct Branching -> Biodomain: Proteostasis, Synapse, Immune Response, Apoptosis, Lipid Metabolism
GO Term: Regulation Of Mast Cell Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Mast Cell Chemotaxis -> Biodomain: Immune Response, Proteostasis, Oxidative Stress, Apoptosis, Synapse
GO Term: Negative Regulation Of Mast Cell Chemotaxis -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Endolysosome
GO Term: Positive Regulation Of Response To Cytokine Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Negative Regulation Of Response To Cytokine Stimulus -> Biodomain: Immune Response, Oxidative Stress, Tau Homeostasis, Proteostasis, Autophagy
GO Term: Regulation Of Branching Involved In Mammary Gland Duct Morphogenesis -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress, Immune Response
GO Term: Mammary Duct Terminal End Bud Growth -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Cell-Cell Signaling Involved In Mammary Gland Development -> Biodomain: Synapse, Proteostasis, Immune Response, Oxidative Stress, APP Metabolism
GO Term: Regulation Of Androgen Receptor Signaling Pathway -> Biodomain: Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism, Oxidative Stress
GO Term: Negative Regulation Of Androgen Receptor Signaling Pathway -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Synapse
GO Term: Epithelial Cell Proliferation Involved In Prostate Gland Development -> Biodomain: Proteostasis, Oxidative Stress, Cell Cycle, Immune Response, Apoptosis
GO Term: Regulation Of Epithelial Cell Proliferation Involved In Prostate Gland Development -> Biodomain: Proteostasis, Apoptosis, Immune Response, Oxidative Stress, Endolysosome
GO Term: Positive Regulation Of Epithelial Cell Proliferation Involved In Prostate Gland Development -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism
GO Term: Negative Regulation Of Epithelial Cell Proliferation Involved In Prostate Gland Development -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Endolysosome
GO Term: Regulation Of Mesenchymal Cell Proliferation Involved In Prostate Gland Development -> Biodomain: Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism, Endolysosome
GO Term: Mesenchymal Smoothened Signaling Pathway Involved In Prostate Gland Development -> Biodomain: Proteostasis, Synapse, Immune Response, Autophagy, APP Metabolism
GO Term: Regulation Of Cell Proliferation Involved In Tissue Homeostasis -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Apoptosis, Synapse
GO Term: Regulation Of Apoptosis Involved In Tissue Homeostasis -> Biodomain: Apoptosis, Proteostasis, Immune Response, Synapse, Oxidative Stress
GO Term: Hair Follicle Placode Formation -> Biodomain: Immune Response, Structural Stabilization, Oxidative Stress, Proteostasis, App Metabolism
GO Term: Sweat Gland Development -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Cell Fate Commitment Involved In Formation Of Primary Germ Layer -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Apoptosis, Immune Response
GO Term: Regulation Of Cell Differentiation Involved In Embryonic Placenta Development -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Epiblast Cell-Extraembryonic Ectoderm Cell Signaling -> Biodomain: Proteostasis, Apoptosis, Immune Response, Tau Homeostasis, Oxidative Stress
GO Term: Negative Regulation Of Cell Differentiation Involved In Embryonic Placenta Development -> Biodomain: Proteostasis, Immune Response, Oxidative Stress, Autophagy, Cell Cycle
GO Term: Mesodermal To Mesenchymal Transition Involved In Gastrulation -> Biodomain: Proteostasis, Synapse, Immune Response, Autophagy, Tau Homeostasis
GO Term: Random Inactivation Of X Chromosome -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Oxidative Stress
GO Term: Regulation Of Canonical Wnt Signaling Pathway -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Immune Response, Apoptosis
GO Term: Smoothened Signaling Pathway Involved In Dorsal/Ventral Neural Tube Patterning -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Immune Response, APP Metabolism
GO Term: Lymphatic Endothelial Cell Differentiation -> Biodomain: Vasculature, Immune Response, Proteostasis, Autophagy, Oxidative Stress
GO Term: Blood Vessel Endothelial Cell Differentiation -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Lymphatic Endothelial Cell Fate Commitment -> Biodomain: Immune Response, Vasculature, Structural Stabilization, Proteostasis, Apoptosis
GO Term: Artery Development -> Biodomain: Vasculature, Immune Response, Apoptosis, Proteostasis, Lipid Metabolism
GO Term: Venous Blood Vessel Development -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Apoptosis, Endolysosome
GO Term: Arterial Endothelial Cell Differentiation -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Venous Endothelial Cell Differentiation -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, App Metabolism
GO Term: Arterial Endothelial Cell Fate Commitment -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Endothelial Cell Fate Specification -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Autophagy
GO Term: Notch Signaling Pathway Involved In Arterial Endothelial Cell Fate Commitment -> Biodomain: Immune Response, Vasculature, Apoptosis, Proteostasis, Endolysosome
GO Term: Branching Involved In Lymph Vessel Morphogenesis -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Establishment Of Blood-Brain Barrier -> Biodomain: Vasculature, Immune Response, Synapse, Autophagy, Proteostasis
GO Term: Establishment Of Glial Blood-Brain Barrier -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Autophagy, Proteostasis
GO Term: Semicircular Canal Development -> Biodomain: Vasculature, Synapse, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Anterior Semicircular Canal Development -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Lateral Semicircular Canal Development -> Biodomain: Structural Stabilization, Synapse, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Semicircular Canal Formation -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Semicircular Canal Fusion -> Biodomain: Synapse, Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Immune Response
