Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Nelf Complex -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Tau Homeostasis
GO Term: Trypsinogen Activation -> Biodomain: Proteostasis, Apoptosis, Immune Response, Endolysosome, Oxidative Stress
GO Term: Positive Regulation Of Insulin Secretion -> Biodomain: Immune Response, Oxidative Stress, APP Metabolism, Proteostasis, Mitochondrial Metabolism
GO Term: Response To Cobalt Ion -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Proteostasis, APP Metabolism
GO Term: Response To Magnesium Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, APP Metabolism, Immune Response, Proteostasis
GO Term: Myosin Light Chain Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis
GO Term: Myosin Head/Neck Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: Myosin Tail Binding -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Myosin Ii Head/Neck Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: Myosin Heavy Chain Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Tau Homeostasis
GO Term: Myosin Ii Heavy Chain Binding -> Biodomain: Synapse, Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress
GO Term: Integrator Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Small-Subunit Processome -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Histone H3K14 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, Immune Response, Autophagy
GO Term: Mitochondrial Dna Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Mitochondrial Dna Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, APP Metabolism, Proteostasis
GO Term: Dsif Complex -> Biodomain: Proteostasis, RNA Spliceosome, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Guanyl-Nucleotide Exchange Factor Complex -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Tau Homeostasis
GO Term: Cardiolipin Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Cardiolipin Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, APP Metabolism
GO Term: Clathrin Heavy Chain Binding -> Biodomain: Synapse, Proteostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Clathrin Light Chain Binding -> Biodomain: Synapse, Proteostasis, APP Metabolism, Autophagy, Oxidative Stress
GO Term: Bile Acid Binding -> Biodomain: Lipid Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Ciliary Basal Body Organization -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Negative Regulation Of Translation In Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Translation In Response To Stress -> Biodomain: Proteostasis, Oxidative Stress, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Translational Initiation In Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Translational Initiation In Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Tau Homeostasis, APP Metabolism
GO Term: Bleb -> Biodomain: Apoptosis, Oxidative Stress, Proteostasis, Synapse, Tau Homeostasis
GO Term: Bleb Assembly -> Biodomain: Apoptosis, Oxidative Stress, Proteostasis, Synapse, Immune Response
GO Term: Regulation Of Endodeoxyribonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Regulation Of Restriction Endodeoxyribonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Negative Regulation Of Nuclease Activity -> Biodomain: Proteostasis, Apoptosis, Immune Response, Tau Homeostasis, Endolysosome
GO Term: Negative Regulation Of Deoxyribonuclease Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Endolysosome, Immune Response
GO Term: Positive Regulation Of Deoxyribonuclease Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Endolysosome, Immune Response
GO Term: Negative Regulation Of Endodeoxyribonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Positive Regulation Of Endodeoxyribonuclease Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Nf-Kappab Transcription Factor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Tau Homeostasis
GO Term: Nacht Domain Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Tau Homeostasis, Endolysosome
GO Term: Pyrin Domain Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Tau Homeostasis, Endolysosome
GO Term: Negative Regulation Of Protein Binding -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Protein Binding -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Sam Domain Binding -> Biodomain: Proteostasis, Synapse, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Response To Food -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Regulation Of Response To Food -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Positive Regulation Of Response To Food -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Regulation Of Appetite -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Lipid Metabolism
GO Term: Negative Regulation Of Appetite -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Positive Regulation Of Appetite -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Regulation Of Response To Nutrient Levels -> Biodomain: Proteostasis, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Smc Loading Complex -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, DNA Repair, Immune Response
GO Term: Dense Core Granule Membrane -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Histone H3K9 Deacetylase Activity, Hydrolytic Mechanism -> Biodomain: Epigenetic, Proteostasis, Tau Homeostasis, Immune Response, Autophagy
GO Term: Chromosome Passenger Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Oxidative Stress
GO Term: Guanine/Thymine Mispair Binding -> Biodomain: DNA Repair, Epigenetic, Oxidative Stress, Proteostasis, Immune Response
GO Term: Single Base Insertion Or Deletion Binding -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Dinucleotide Insertion Or Deletion Binding -> Biodomain: DNA Repair, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Single Guanine Insertion Binding -> Biodomain: DNA Repair, Epigenetic, APP Metabolism, Oxidative Stress, Proteostasis
GO Term: Single Thymine Insertion Binding -> Biodomain: DNA Repair, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: 4-Aminobutyrate Transaminase Complex -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Succinate-Semialdehyde Dehydrogenase Binding -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Activation Of Protein Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Tau Homeostasis
GO Term: Activation Of Protein Kinase B Activity -> Biodomain: Synapse, Apoptosis, Oxidative Stress, Proteostasis, Immune Response
GO Term: Cell Division Site -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Synapse, Immune Response
GO Term: Cleavage Furrow -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Immune Response, Synapse
GO Term: Septin Cytoskeleton -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Septin Collar -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress
GO Term: Dinucleotide Repeat Insertion Binding -> Biodomain: DNA Repair, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Ubiquitin-Like Protein Binding -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress, Autophagy
GO Term: Sumo Binding -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Immune Response, Endolysosome
GO Term: Sumo Polymer Binding -> Biodomain: Proteostasis, Apoptosis, Tau Homeostasis, Oxidative Stress, Immune Response
GO Term: Septin Cytoskeleton Organization -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Apoptosis
GO Term: Acrosin Binding -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, Endolysosome
GO Term: Transposition -> Biodomain: Proteostasis, Apoptosis, Immune Response, DNA Repair, Oxidative Stress
GO Term: Retrotransposition -> Biodomain: Proteostasis, Apoptosis, Immune Response, Tau Homeostasis, Endolysosome
GO Term: Telomere Organization -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, DNA Repair, Immune Response
GO Term: Telomere Maintenance Via Semi-Conservative Replication -> Biodomain: Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis, DNA Repair
GO Term: Telomere Assembly -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, DNA Repair
GO Term: Telomere Formation Via Telomerase -> Biodomain: Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis, DNA Repair
GO Term: Regulation Of Telomere Maintenance -> Biodomain: Cell Cycle, Apoptosis, DNA Repair, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Telomere Maintenance -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Oxidative Stress, Immune Response
GO Term: Positive Regulation Of Telomere Maintenance -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, DNA Repair, Immune Response
GO Term: Negative Regulation Of Telomere Maintenance Via Recombination -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, DNA Repair, Immune Response
GO Term: Regulation Of Telomere Maintenance Via Telomerase -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, DNA Repair
GO Term: Negative Regulation Of Telomere Maintenance Via Telomerase -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Immune Response, DNA Repair
GO Term: Positive Regulation Of Telomere Maintenance Via Telomerase -> Biodomain: Telomere Maintenance, Oxidative Stress, Proteostasis, Apoptosis, Immune Response
GO Term: Negative Regulation Of Telomere Maintenance Via Semi-Conservative Replication -> Biodomain: Cell Cycle, Apoptosis, Oxidative Stress, Proteostasis, DNA Repair
GO Term: Glucosaminyl-Phosphatidylinositol O-Acyltransferase Activity -> Biodomain: APP Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Riboflavin Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Riboflavin Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Lipid Metabolism
GO Term: Negative Regulation Of Synaptic Transmission, Cholinergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Positive Regulation Of Synaptic Transmission, Cholinergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, APP Metabolism, Tau Homeostasis
GO Term: Regulation Of Synaptic Transmission, Dopaminergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Positive Regulation Of Synaptic Transmission, Dopaminergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Synaptic Transmission, Dopaminergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Regulation Of Synaptic Transmission, Gabaergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Negative Regulation Of Synaptic Transmission, Gabaergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, Immune Response
GO Term: Positive Regulation Of Synaptic Transmission, Gabaergic -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Negative Regulation Of Actin Filament Bundle Assembly -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, Apoptosis
GO Term: Positive Regulation Of Actin Filament Bundle Assembly -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Activation Of Store-Operated Calcium Channel Activity -> Biodomain: Synapse, Oxidative Stress, Calcium Homeostasis, Immune Response, Proteostasis
GO Term: Adenosine Transport -> Biodomain: Synapse, Oxidative Stress, Immune Response, APP Metabolism, Proteostasis
GO Term: Negative Regulation Of Nucleoside Transport -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Positive Regulation Of Nucleoside Transport -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Secretory Granule Localization -> Biodomain: Synapse, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Methylation -> Biodomain: Epigenetic, APP Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Purine Nucleotide Salvage -> Biodomain: APP Metabolism, Oxidative Stress, Proteostasis, Autophagy, Immune Response
GO Term: Gmp Salvage -> Biodomain: Nucleotide Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Imp Salvage -> Biodomain: Nucleotide Metabolism, APP Metabolism, Oxidative Stress, Proteostasis, Immune Response
GO Term: Phosphatidylinositol-3-Phosphate Binding -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Autophagy, Proteostasis
GO Term: Positive Regulation Of Protein Polymerization -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Gonadotropin Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Luteinizing Hormone Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Synapse, APP Metabolism
GO Term: Negative Regulation Of Gonadotropin Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Asymmetric Synapse -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Symmetric Synapse -> Biodomain: Synapse, Proteostasis, Tau Homeostasis, Oxidative Stress, APP Metabolism
GO Term: Ampa Glutamate Receptor Complex -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, APP Metabolism
GO Term: Central Nervous System Myelin Maintenance -> Biodomain: Myelination, Synapse, Proteostasis, Oxidative Stress, Immune Response
GO Term: Peripheral Nervous System Myelin Maintenance -> Biodomain: Myelination, Synapse, Proteostasis, Immune Response, Oxidative Stress
GO Term: Myelin Assembly -> Biodomain: Myelination, Synapse, Proteostasis, Oxidative Stress, Immune Response
GO Term: Central Nervous System Myelin Formation -> Biodomain: Myelination, Synapse, Proteostasis, Oxidative Stress, Immune Response
GO Term: Peripheral Nervous System Myelin Formation -> Biodomain: Myelination, Synapse, Proteostasis, Oxidative Stress, Immune Response
GO Term: Positive Regulation Of Dna-Templated Dna Replication Initiation -> Biodomain: Cell Cycle, DNA Repair, Apoptosis, Oxidative Stress, Immune Response
GO Term: Ribonuclease H2 Complex -> Biodomain: Proteostasis, Autophagy, DNA Repair, Immune Response, Oxidative Stress
GO Term: Mismatch Repair Complex -> Biodomain: DNA Repair, Oxidative Stress, Proteostasis, Immune Response, Apoptosis
GO Term: Mutsalpha Complex -> Biodomain: DNA Repair, Oxidative Stress, Proteostasis, Apoptosis, Immune Response
GO Term: Mutsbeta Complex -> Biodomain: DNA Repair, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Negative Regulation Of Icosanoid Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Icosanoid Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome
GO Term: Negative Regulation Of Prostaglandin Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Positive Regulation Of Prostaglandin Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Prostaglandin Secretion -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Angiogenin-Pri Complex -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Molybdopterin Cofactor Biosynthetic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
