Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
GO Term: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Unknown, Proteostasis
GO Term: Iron Chaperone Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Iron Chaperone Activity, APP Metabolism, Unknown
GO Term: Immunoglobulin Receptor Binding -> Biodomain: Immune Response, Unknown, Proteostasis, Apoptosis, Endolysosome
GO Term: Fc-Gamma Receptor I Complex Binding -> Biodomain: Immune Response, Unknown, Proteostasis, Apoptosis, Oxidative Stress
GO Term: Meiotic Nuclear Membrane Microtubule Tethering Complex -> Biodomain: Unknown, Structural Stabilization, Synapse, Tau Homeostasis, Proteostasis
GO Term: Subapical Complex -> Biodomain: Unknown, Synapse, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: 1-Phosphatidylinositol-4-Phosphate 3-Kinase Activity -> Biodomain: APP Metabolism, Lipid Metabolism, Endolysosome, Oxidative Stress, Unknown
GO Term: Phosphatidylinositol 3-Kinase Regulator Activity -> Biodomain: APP Metabolism, Oxidative Stress, Autophagy, Immune Response, Unknown
GO Term: Somatic Stem Cell Population Maintenance -> Biodomain: Unknown, Proteostasis, Autophagy, Immune Response, Cell Cycle
GO Term: Regulation Of Rac Protein Signal Transduction -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Unknown
GO Term: Negative Regulation Of Rac Protein Signal Transduction -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Unknown
GO Term: Positive Regulation Of Rac Protein Signal Transduction -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, Immune Response
GO Term: Regulation Of Rho Protein Signal Transduction -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Unknown
GO Term: Negative Regulation Of Rho Protein Signal Transduction -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, Unknown
GO Term: Positive Regulation Of Rho Protein Signal Transduction -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis, Unknown
GO Term: Leading Edge Cell Differentiation -> Biodomain: Unknown, Synapse, Immune Response, Apoptosis, Proteostasis
GO Term: Phosphatidylinositol 3-Kinase Complex, Class Iii -> Biodomain: Autophagy, Endolysosome, APP Metabolism, Oxidative Stress, Unknown
GO Term: Histone Deacetylase Regulator Activity -> Biodomain: Epigenetic, Unknown, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Histone Acetyltransferase Regulator Activity -> Biodomain: Epigenetic, Unknown, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Histone Acetyltransferase Binding -> Biodomain: Epigenetic, Unknown, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Sperm-Egg Recognition -> Biodomain: Unknown, Immune Response, Structural Stabilization, Apoptosis, Endolysosome
GO Term: Sperm Entry -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Female Pronucleus Assembly -> Biodomain: Unknown, Apoptosis, Cell Cycle, Immune Response, Endolysosome
GO Term: Male Pronucleus Assembly -> Biodomain: Unknown, Proteostasis, Apoptosis, Cell Cycle, Immune Response
GO Term: Sperm Dna Decondensation -> Biodomain: Unknown, Apoptosis, Immune Response, Structural Stabilization, Endolysosome
GO Term: Embryonic Heart Tube Development -> Biodomain: Unknown, Vasculature, Apoptosis, Immune Response, Structural Stabilization
GO Term: Cardiocyte Differentiation -> Biodomain: Unknown, Vasculature, Apoptosis, Immune Response, Structural Stabilization
GO Term: Embryonic Heart Tube Anterior/Posterior Pattern Specification -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Brahma Complex -> Biodomain: Unknown, Proteostasis, Epigenetic, Tau Homeostasis, Autophagy
GO Term: Interchromatin Granule -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Autophagy, Immune Response
GO Term: Nuclear Speck Organization -> Biodomain: Unknown, Proteostasis, RNA Spliceosome, Apoptosis, Immune Response
GO Term: Axoneme Assembly -> Biodomain: Unknown, Synapse, Proteostasis, Apoptosis, Immune Response
GO Term: Establishment Or Maintenance Of Apical/Basal Cell Polarity -> Biodomain: Synapse, Proteostasis, Unknown, Apoptosis, Immune Response
GO Term: Establishment Of Apical/Basal Cell Polarity -> Biodomain: Synapse, Proteostasis, Unknown, Apoptosis, Immune Response
GO Term: Phosphatidylinositol Binding -> Biodomain: Synapse, APP Metabolism, Oxidative Stress, Endolysosome, Unknown
GO Term: Sperm Dna Condensation -> Biodomain: Unknown, Apoptosis, Cell Cycle, DNA Repair, Immune Response
GO Term: Response To Nicotine -> Biodomain: Unknown, Immune Response, Oxidative Stress, Apoptosis, Synapse
GO Term: Behavioral Response To Nicotine -> Biodomain: Unknown, Immune Response, Synapse, Apoptosis, Oxidative Stress
GO Term: Histone Methyltransferase Complex -> Biodomain: Epigenetic, Unknown, Proteostasis, Autophagy, DNA Repair
GO Term: Esc/E(Z) Complex -> Biodomain: Epigenetic, Unknown, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Fact Complex -> Biodomain: Unknown, Epigenetic, Autophagy, Proteostasis, DNA Repair
GO Term: Prc1 Complex -> Biodomain: Unknown, Epigenetic, Proteostasis, Tau Homeostasis, Autophagy
GO Term: Operant Conditioning -> Biodomain: Synapse, Unknown, Immune Response, Proteostasis, Apoptosis
GO Term: Limb Morphogenesis -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Genitalia Morphogenesis -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Embryonic Forelimb Morphogenesis -> Biodomain: Unknown, Structural Stabilization, Immune Response, Apoptosis, Endolysosome
GO Term: Embryonic Hindlimb Morphogenesis -> Biodomain: Unknown, Structural Stabilization, Immune Response, Apoptosis, Endolysosome
GO Term: Post-Embryonic Forelimb Morphogenesis -> Biodomain: Unknown, Structural Stabilization, Proteostasis, Synapse, Apoptosis
GO Term: Post-Embryonic Hindlimb Morphogenesis -> Biodomain: Unknown, Structural Stabilization, Immune Response, Apoptosis, Mitochondrial Metabolism
GO Term: Forelimb Morphogenesis -> Biodomain: Unknown, Proteostasis, Synapse, Apoptosis, Immune Response
GO Term: Hindlimb Morphogenesis -> Biodomain: Unknown, Structural Stabilization, Synapse, Immune Response, Apoptosis
GO Term: Exon-Exon Junction Complex -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, Immune Response
GO Term: Tube Formation -> Biodomain: Vasculature, Unknown, Immune Response, Structural Stabilization, Apoptosis
GO Term: Regulation Of Tube Size -> Biodomain: Unknown, Structural Stabilization, Synapse, Immune Response, Tau Homeostasis
GO Term: Embryonic Hemopoiesis -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Endolysosome
GO Term: Post-Embryonic Hemopoiesis -> Biodomain: Unknown, Immune Response, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Histone Kinase Activity -> Biodomain: Epigenetic, Unknown, Tau Homeostasis, Proteostasis, Autophagy
GO Term: Histone H3S10 Kinase Activity -> Biodomain: Epigenetic, Unknown, Tau Homeostasis, Proteostasis, Autophagy
GO Term: Social Behavior -> Biodomain: Unknown, Synapse, Immune Response, Apoptosis, Oxidative Stress
GO Term: Rb-E2F Complex -> Biodomain: Cell Cycle, Apoptosis, Unknown, Proteostasis, Immune Response
GO Term: Regulatory Ncrna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: Unknown, Proteostasis, APP Metabolism, Oxidative Stress, Immune Response
GO Term: Mirna-Mediated Post-Transcriptional Gene Silencing -> Biodomain: Unknown, Proteostasis, APP Metabolism, Tau Homeostasis, Oxidative Stress
GO Term: Mirna Processing -> Biodomain: Unknown, Proteostasis, Immune Response, Tau Homeostasis, APP Metabolism
GO Term: Sirna Binding -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, Immune Response
GO Term: Mirna Binding -> Biodomain: Unknown, Proteostasis, Apoptosis, Immune Response, Tau Homeostasis
GO Term: Cell Competition In A Multicellular Organism -> Biodomain: Unknown, Apoptosis, Immune Response, Proteostasis, Cell Cycle
GO Term: Glutamate-Cysteine Ligase Catalytic Subunit Binding -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Unknown, Endolysosome
GO Term: Ectopic Germ Cell Programmed Cell Death -> Biodomain: Unknown, Apoptosis, Immune Response, Endolysosome, Proteostasis
GO Term: Ionotropic Glutamate Receptor Signaling Pathway -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Vitamin A Biosynthetic Process -> Biodomain: Unknown, Oxidative Stress, Lipid Metabolism, Immune Response, Autophagy
GO Term: Tube Morphogenesis -> Biodomain: Vasculature, Unknown, Immune Response, Apoptosis, Structural Stabilization
GO Term: Dopamine Binding -> Biodomain: Synapse, Oxidative Stress, Immune Response, Unknown, Proteostasis
GO Term: Protein-Arginine Omega-N Monomethyltransferase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress, Unknown
GO Term: Protein-Arginine Omega-N Asymmetric Methyltransferase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress, Unknown
GO Term: Protein-Arginine Omega-N Symmetric Methyltransferase Activity -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Oxidative Stress, Unknown
GO Term: Peptidyl-Arginine N-Methylation -> Biodomain: Proteostasis, Unknown, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Alpha-1,4-N-Acetylgalactosaminyltransferase Activity -> Biodomain: Unknown, APP Metabolism, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Synaptic Transmission, Glutamatergic -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Udp-Galactosyltransferase Activity -> Biodomain: Unknown, APP Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress
GO Term: Udp-Glucosyltransferase Activity -> Biodomain: Proteostasis, APP Metabolism, Unknown, Oxidative Stress, Autophagy
GO Term: Udp-Xylosyltransferase Activity -> Biodomain: Unknown, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Ciliary Rootlet -> Biodomain: Unknown, Synapse, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Glutamate Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Immune Response, Proteostasis, Unknown
GO Term: Ionotropic Glutamate Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: G Protein-Coupled Glutamate Receptor Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Unknown
GO Term: Nuclear Glucocorticoid Receptor Binding -> Biodomain: Unknown, Immune Response, Apoptosis, Oxidative Stress, Proteostasis
GO Term: External Genitalia Morphogenesis -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Synapse
GO Term: Gonad Morphogenesis -> Biodomain: Unknown, Immune Response, Apoptosis, Endolysosome, Structural Stabilization
GO Term: Multicellular Organism Growth -> Biodomain: Unknown, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Organ Growth -> Biodomain: Unknown, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Nua4 Histone Acetyltransferase Complex -> Biodomain: Unknown, DNA Repair, Epigenetic, Autophagy, Proteostasis
GO Term: Protein Mannosylation -> Biodomain: Unknown, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Protein O-Linked Mannosylation -> Biodomain: Proteostasis, Unknown, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Endocrine System Development -> Biodomain: Unknown, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Exocrine System Development -> Biodomain: Unknown, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Ethanol Binding -> Biodomain: Unknown, Oxidative Stress, Proteostasis, APP Metabolism, Immune Response
GO Term: Mirna-Mediated Gene Silencing By Inhibition Of Translation -> Biodomain: Unknown, Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Mirna-Mediated Gene Silencing By Mrna Destabilization -> Biodomain: Unknown, Proteostasis, APP Metabolism, Tau Homeostasis, Oxidative Stress
GO Term: Pre-Mirna Export From Nucleus -> Biodomain: Unknown, RNA Spliceosome, Proteostasis, Apoptosis, Immune Response
GO Term: Segmentation -> Biodomain: Unknown, Structural Stabilization, Immune Response, Apoptosis, Cell Cycle
GO Term: Central Nervous System Segmentation -> Biodomain: Unknown, Synapse, Immune Response, Apoptosis, Tau Homeostasis
GO Term: Brain Segmentation -> Biodomain: Unknown, Synapse, Immune Response, Structural Stabilization, Tau Homeostasis
GO Term: Tube Development -> Biodomain: Vasculature, Unknown, Immune Response, Structural Stabilization, Apoptosis
GO Term: Inositol-1,3,4,5,6-Pentakisphosphate 2-Kinase Activity -> Biodomain: Unknown, Proteostasis, APP Metabolism, Oxidative Stress, Autophagy
GO Term: Regulation Of Dephosphorylation -> Biodomain: Proteostasis, Tau Homeostasis, Apoptosis, Unknown, Oxidative Stress
GO Term: Negative Regulation Of Dephosphorylation -> Biodomain: Tau Homeostasis, Proteostasis, Apoptosis, Oxidative Stress, Unknown
GO Term: Positive Regulation Of Dephosphorylation -> Biodomain: Tau Homeostasis, Proteostasis, Apoptosis, Oxidative Stress, Unknown
GO Term: 5'-3' Dna Exonuclease Activity -> Biodomain: Unknown, DNA Repair, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Wound Healing, Spreading Of Epidermal Cells -> Biodomain: Unknown, Immune Response, Apoptosis, Oxidative Stress, Proteostasis
GO Term: Hair Cell Differentiation -> Biodomain: Unknown, Synapse, Proteostasis, Apoptosis, Immune Response
GO Term: Toll-Like Receptor Binding -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Hippo Signaling -> Biodomain: Unknown, Proteostasis, Apoptosis, Immune Response, Oxidative Stress
GO Term: Regulation Of Hippo Signaling -> Biodomain: Unknown, Proteostasis, Apoptosis, Immune Response, Synapse
GO Term: Negative Regulation Of Hippo Signaling -> Biodomain: Unknown, Proteostasis, Immune Response, Apoptosis, Tau Homeostasis
GO Term: Positive Regulation Of Hippo Signaling -> Biodomain: Unknown, Proteostasis, Apoptosis, Immune Response, Tau Homeostasis
GO Term: Peptidyl-Tyrosine Dephosphorylation -> Biodomain: Proteostasis, Unknown, Tau Homeostasis, Apoptosis, Synapse
GO Term: Long-Chain Fatty-Acyl-Coa Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Long-Chain Fatty-Acyl-Coa Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, APP Metabolism, Unknown
GO Term: Inosine Transport -> Biodomain: Unknown, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Hypoxanthine Transport -> Biodomain: Unknown, Oxidative Stress, APP Metabolism, Autophagy, Immune Response
GO Term: Acetyl-Coa Transmembrane Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Unknown
GO Term: Coenzyme A Transmembrane Transport -> Biodomain: Unknown, Lipid Metabolism, Oxidative Stress, Autophagy, APP Metabolism
GO Term: Fad Transmembrane Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Unknown
GO Term: Heme Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Unknown, APP Metabolism, Proteostasis
GO Term: Nad Transmembrane Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Autophagy
GO Term: Toll-Like Receptor 1-Toll-Like Receptor 2 Protein Complex -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Toll-Like Receptor 2-Toll-Like Receptor 6 Protein Complex -> Biodomain: Immune Response, Unknown, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Intracellular Triglyceride Homeostasis -> Biodomain: Lipid Metabolism, Unknown, Autophagy, Oxidative Stress, Proteostasis
GO Term: Peroxisome Proliferator Activated Receptor Signaling Pathway -> Biodomain: Oxidative Stress, Proteostasis, APP Metabolism, Autophagy, Unknown
GO Term: Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, APP Metabolism, Unknown
GO Term: Negative Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway -> Biodomain: Oxidative Stress, Immune Response, Autophagy, APP Metabolism, Unknown
GO Term: Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway -> Biodomain: Oxidative Stress, Lipid Metabolism, Immune Response, Autophagy, Unknown
GO Term: Histone Locus Body -> Biodomain: Unknown, Epigenetic, RNA Spliceosome, Proteostasis, Autophagy
GO Term: Thymine Transport -> Biodomain: Unknown, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Selenocysteine Insertion Sequence Binding -> Biodomain: Unknown, Oxidative Stress, Proteostasis, APP Metabolism, Tau Homeostasis
GO Term: Microtubule Plus-End -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Apoptosis, Unknown
GO Term: Protein Localization To Microtubule -> Biodomain: Synapse, Tau Homeostasis, Proteostasis, Unknown, Apoptosis
GO Term: Chondroitin Sulfate Proteoglycan Binding -> Biodomain: Synapse, Proteostasis, Immune Response, Unknown, APP Metabolism
GO Term: Chondroitin Sulfate Binding -> Biodomain: Proteostasis, Unknown, Immune Response, Structural Stabilization, Endolysosome
GO Term: Zymogen Binding -> Biodomain: Unknown, Proteostasis, Apoptosis, Endolysosome, Immune Response
GO Term: Transepithelial Water Transport -> Biodomain: Unknown, Oxidative Stress, Immune Response, Endolysosome, Proteostasis
GO Term: Carbon Dioxide Transmembrane Transport -> Biodomain: Unknown, Oxidative Stress, Proteostasis, APP Metabolism, Autophagy
GO Term: Carbon Dioxide Transmembrane Transporter Activity -> Biodomain: Unknown, Oxidative Stress, Proteostasis, APP Metabolism, Endolysosome
GO Term: Atp-Gated Ion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Unknown, APP Metabolism
GO Term: Sterol Transmembrane Transport -> Biodomain: Lipid Metabolism, Unknown, APP Metabolism, Oxidative Stress, Proteostasis
