node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO:0032784,biological_process,GO:0008150,Transcription and Translation Machinery,Epigenetic Regulation,Response to Stimulus,Signal Transduction,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO:0032785,biological_process,GO:0008150,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,GO:0032786,biological_process,GO:0008150,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,,,,Signal Transduction,Transcription and Translation Machinery,Epigenetic Regulation,Response to Stimulus,Neurotransmission and Synaptic Regulation
GOBP_RECEPTOR_CATABOLIC_PROCESS,GO:0032801,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_GLOMERULUS_DEVELOPMENT,GO:0032835,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Molecular Transport and Homeostasis
GOBP_GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT,GO:0032836,biological_process,GO:0008150,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Molecular Transport and Homeostasis
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,GO:0032886,biological_process,GO:0008150,Structural Stabilization,Cell Cycle,Intracellular Trafficking and Organelle Dynamics,Neurodevelopment and Neuronal Differentiation,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,GO:0032897,biological_process,GO:0008150,Transcription and Translation Machinery,Response to Stimulus,Immune System and Inflammation,Signal Transduction,System and Developmental Process
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GO:0032905,biological_process,GO:0008150,Signal Transduction,Immune System and Inflammation,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,,,,Signal Transduction,Immune System and Inflammation,Response to Stimulus,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GO:0032911,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Transcription and Translation Machinery,System and Developmental Process
GOBP_MESANGIAL_CELL_DIFFERENTIATION,GO:0072007,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT,GO:0072009,,,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT,GO:0072010,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Structural Stabilization,Response to Stimulus
GOBP_DISTAL_CONVOLUTED_TUBULE_DEVELOPMENT,GO:0072025,,,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Structural Stabilization,Response to Stimulus
GOBP_NEPHRON_MORPHOGENESIS,,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Response to Stimulus
GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS,GO:0072038,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Cycle,Cell Adhesion and Interaction,Molecular Transport and Homeostasis
GOBP_COLLECTING_DUCT_DEVELOPMENT,GO:0072044,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Signal Transduction,Structural Stabilization,Cell Adhesion and Interaction
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION_INVOLVED_IN_NEPHRON_DEVELOPMENT,GO:0072047,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_COMMA_SHAPED_BODY_MORPHOGENESIS,GO:0072049,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_S_SHAPED_BODY_MORPHOGENESIS,GO:0072050,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Neurodevelopment and Neuronal Differentiation
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT,GO:0072073,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_NEPHRON_TUBULE_FORMATION,GO:0072079,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_RENAL_VESICLE_DEVELOPMENT,GO:0072087,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,System and Developmental Process,Signal Transduction
GOBP_STEM_CELL_PROLIFERATION,GO:0072089,biological_process,GO:0008150,Stem Cell Biology,System and Developmental Process,Cell Cycle,Response to Stimulus,Cell Adhesion and Interaction
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION,GO:0072091,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Signal Transduction,Response to Stimulus,Epigenetic Regulation
GOBP_GLOMERULAR_MESANGIUM_DEVELOPMENT,GO:0072109,,,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION,GO:0072110,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Response to Stimulus,Signal Transduction,Structural Stabilization
GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:0072111,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_GLOMERULAR_MESANGIAL_CELL_PROLIFERATION,GO:0072126,biological_process,GO:0008150,Cell Cycle,Signal Transduction,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOBP_MESENCHYME_MORPHOGENESIS,GO:0072132,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_MESANGIAL_CELL_DEVELOPMENT,GO:0072143,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Immune System and Inflammation,Signal Transduction
GOBP_GLOMERULAR_MESANGIAL_CELL_DEVELOPMENT,GO:0072144,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_EPITHELIAL_CELL_FATE_COMMITMENT,GO:0072148,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION,GO:0072160,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Response to Stimulus,Neurodevelopment and Neuronal Differentiation
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:0072161,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION,GO:0072162,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Response to Stimulus
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS,GO:0072171,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_MESONEPHRIC_TUBULE_FORMATION,GO:0072172,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Neurodevelopment and Neuronal Differentiation
GOBP_METANEPHRIC_TUBULE_FORMATION,GO:0072174,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_MESONEPHRIC_DUCT_DEVELOPMENT,GO:0072177,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus
GOBP_NEPHRIC_DUCT_FORMATION,GO:0072179,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_URETER_DEVELOPMENT,GO:0072189,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_URETER_MORPHOGENESIS,GO:0072197,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Molecular Transport and Homeostasis,Cell Adhesion and Interaction,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION,GO:0072201,biological_process,GO:0008150,System and Developmental Process,Cell Cycle,Signal Transduction,Response to Stimulus,Structural Stabilization
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,GO:0072202,,,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,Response to Stimulus
GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT,GO:0072205,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction
GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT,GO:0072207,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,Neurodevelopment and Neuronal Differentiation
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT,GO:0072210,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT,GO:0072223,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT,GO:0072224,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus,Structural Stabilization,Signal Transduction
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT,GO:0072239,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT,,,,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION,GO:0072257,,,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Signal Transduction
GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS,GO:0072273,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS,GO:0072282,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Response to Stimulus
GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS,GO:0072283,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Signal Transduction,Intracellular Trafficking and Organelle Dynamics
GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS,GO:0072284,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Response to Stimulus,Signal Transduction
GOBP_GLOMERULAR_EPITHELIAL_CELL_DEVELOPMENT,GO:0072310,,,System and Developmental Process,Cell Adhesion and Interaction,Molecular Transport and Homeostasis,Structural Stabilization,Signal Transduction
GOBP_GLOMERULAR_EPITHELIAL_CELL_DIFFERENTIATION,,,,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Cell Cycle,Structural Stabilization
GOBP_VESICLE_UNCOATING,GO:0072319,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_STEROL_HOMEOSTASIS,GO:0055092,biological_process,GO:0008150,Lipid Metabolism,Molecular Transport and Homeostasis,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_RESPONSE_TO_HYPEROXIA,GO:0055093,biological_process,GO:0008150,Response to Stimulus,Immune System and Inflammation,Mitochondrial Function and Metabolism,Signal Transduction,System and Developmental Process
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT,GO:0055123,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Lipid Metabolism,Response to Stimulus
GOBP_L_PROLINE_BIOSYNTHETIC_PROCESS,,,,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Lipid Metabolism,System and Developmental Process,Response to Stimulus
GOBP_PARATHYROID_GLAND_DEVELOPMENT,GO:0060017,biological_process,GO:0008150,System and Developmental Process,Molecular Transport and Homeostasis,Transcription and Translation Machinery,Signal Transduction,Structural Stabilization
GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION,GO:0060019,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Gliogenesis and Glial Differentiation,System and Developmental Process,Cell Cycle,Epigenetic Regulation
GOBP_ROOF_OF_MOUTH_DEVELOPMENT,GO:0060021,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Transcription and Translation Machinery
GOBP_SOFT_PALATE_DEVELOPMENT,GO:0060023,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION,GO:0060028,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus,Structural Stabilization
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT,GO:0060037,biological_process,GO:0008150,System and Developmental Process,Neurodevelopment and Neuronal Differentiation,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus
GOBP_PERICARDIUM_DEVELOPMENT,GO:0060039,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Epigenetic Regulation,Signal Transduction
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,GO:0060042,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Structural Stabilization,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,GO:0060055,biological_process,GO:0008150,System and Developmental Process,Response to Stimulus,Cell Adhesion and Interaction,Signal Transduction,Structural Stabilization
GOBP_MAMMARY_GLAND_INVOLUTION,GO:0060056,biological_process,GO:0008150,Apoptosis,Autophagy,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus
