node,nodeID,root node,root node ID,biodomain_1,biodomain_2,biodomain_3,biodomain_4,biodomain_5
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION,GO:0051782,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Response to Stimulus,System and Developmental Process,Epigenetic Regulation
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,GO:0051784,,,Cell Cycle,Signal Transduction,Response to Stimulus,System and Developmental Process,DNA Repair
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN,GO:0051788,biological_process,GO:0008150,Response to Stimulus,Protein Metabolism and Trafficking,Autophagy,Intracellular Trafficking and Organelle Dynamics,Signal Transduction
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS,,,,Signal Transduction,Immune System and Inflammation,Response to Stimulus,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING,,,,Signal Transduction,Apoptosis,Cell Cycle,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION,GO:0051905,,,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,GO:0051926,biological_process,GO:0008150,Molecular Transport and Homeostasis,Signal Transduction,Response to Stimulus,Neurotransmission and Synaptic Regulation,Mitochondrial Function and Metabolism
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION,GO:0051934,,,Neurotransmission and Synaptic Regulation,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_GLUTAMATE_REUPTAKE,GO:0051935,biological_process,GO:0008150,Neurotransmission and Synaptic Regulation,Molecular Transport and Homeostasis,Gliogenesis and Glial Differentiation,System and Developmental Process,Response to Stimulus
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY,,,,Cell Cycle,Transcription and Translation Machinery,Epigenetic Regulation,DNA Repair,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY,,,,Cell Cycle,DNA Repair,Transcription and Translation Machinery,Signal Transduction,System and Developmental Process
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION,GO:0051983,biological_process,GO:0008150,Cell Cycle,Epigenetic Regulation,DNA Repair,Signal Transduction,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,GO:0051984,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Transcription and Translation Machinery,System and Developmental Process,Response to Stimulus
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,GO:0051987,biological_process,GO:0008150,Cell Cycle,Structural Stabilization,Signal Transduction,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,GO:0055009,biological_process,GO:0008150,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction,Response to Stimulus
GOBP_ASYMMETRIC_NEUROBLAST_DIVISION,GO:0055059,biological_process,GO:0008150,Neurodevelopment and Neuronal Differentiation,Cell Cycle,System and Developmental Process,Cell Adhesion and Interaction,Signal Transduction
GOBP_SODIUM_ION_HOMEOSTASIS,GO:0055078,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_SERTOLI_CELL_DEVELOPMENT,GO:0060009,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Structural Stabilization
GOBP_SERTOLI_CELL_PROLIFERATION,GO:0060011,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,Structural Stabilization,Cell Adhesion and Interaction,Signal Transduction
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION,GO:0060020,biological_process,GO:0008150,Gliogenesis and Glial Differentiation,Neurodevelopment and Neuronal Differentiation,System and Developmental Process,Cell Adhesion and Interaction,Response to Stimulus
GOBP_CONVERGENT_EXTENSION,GO:0060026,biological_process,GO:0008150,System and Developmental Process,Cell Adhesion and Interaction,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,GO:0032814,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Cell Adhesion and Interaction,Response to Stimulus,System and Developmental Process
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,GO:0032815,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Cell Adhesion and Interaction
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,GO:0032816,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Cell Adhesion and Interaction,Intracellular Trafficking and Organelle Dynamics
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION,GO:0032817,biological_process,GO:0008150,Immune System and Inflammation,Cell Cycle,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,GO:0032886,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Cell Cycle,Neurodevelopment and Neuronal Differentiation,Signal Transduction,Structural Stabilization
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION,GO:0032906,,,Signal Transduction,Protein Metabolism and Trafficking,Immune System and Inflammation,System and Developmental Process,Response to Stimulus
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,GO:0032922,biological_process,GO:0008150,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION,GO:0032928,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis
GOBP_COLLAGEN_METABOLIC_PROCESS,GO:0032963,biological_process,GO:0008150,Protein Metabolism and Trafficking,Structural Stabilization,System and Developmental Process,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,GO:0032964,biological_process,GO:0008150,Structural Stabilization,Protein Metabolism and Trafficking,System and Developmental Process,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II,,,,Transcription and Translation Machinery,Epigenetic Regulation,Signal Transduction,Response to Stimulus,System and Developmental Process
GOBP_RIBONUCLEOPROTEIN_COMPLEX_DISASSEMBLY,,,,RNA Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Autophagy,Response to Stimulus
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,GO:0033014,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process
GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION,GO:0033045,biological_process,GO:0008150,Cell Cycle,System and Developmental Process,DNA Repair,Signal Transduction,Response to Stimulus
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,GO:0033047,,,Cell Cycle,System and Developmental Process,Structural Stabilization,Response to Stimulus,Signal Transduction
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO:0033143,biological_process,GO:0008150,Transcription and Translation Machinery,Signal Transduction,Epigenetic Regulation,Molecular Transport and Homeostasis,Response to Stimulus
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,GO:0033157,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Response to Stimulus,Signal Transduction
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY,GO:0033210,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Lipid Metabolism,Neurotransmission and Synaptic Regulation,System and Developmental Process
GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY,GO:0033211,biological_process,GO:0008150,Signal Transduction,Lipid Metabolism,Mitochondrial Function and Metabolism,Transcription and Translation Machinery,Immune System and Inflammation
GOBP_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION,GO:0033262,biological_process,GO:0008150,Cell Cycle,DNA Repair,Epigenetic Regulation,Transcription and Translation Machinery,Signal Transduction
GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,GO:0033313,biological_process,GO:0008150,Cell Cycle,Signal Transduction,Response to Stimulus,System and Developmental Process,DNA Repair
GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING,GO:0033314,biological_process,GO:0008150,Cell Cycle,Signal Transduction,DNA Repair,Transcription and Translation Machinery,Response to Stimulus
GOBP_S_ADENOSYLMETHIONINE_CYCLE,,,,Epigenetic Regulation,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction,Protein Metabolism and Trafficking
GOBP_CARBOHYDRATE_HOMEOSTASIS,GO:0033500,biological_process,GO:0008150,Molecular Transport and Homeostasis,Lipid Metabolism,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,GO:0033559,biological_process,GO:0008150,Lipid Metabolism,Mitochondrial Function and Metabolism,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_TRANSFERRIN_TRANSPORT,GO:0033572,biological_process,GO:0008150,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus,Signal Transduction
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,GO:0033673,biological_process,GO:0008150,Signal Transduction,Protein Metabolism and Trafficking,Cell Cycle,Epigenetic Regulation,Response to Stimulus
GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY,,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,System and Developmental Process
GOBP_POSITIVE_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY,,,,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Molecular Transport and Homeostasis,Protein Metabolism and Trafficking
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,GO:0034067,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction,Structural Stabilization
GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,GO:0034085,biological_process,GO:0008150,Cell Cycle,DNA Repair,Epigenetic Regulation,Structural Stabilization,System and Developmental Process
GOBP_ERYTHROCYTE_HOMEOSTASIS,GO:0034101,biological_process,GO:0008150,Molecular Transport and Homeostasis,System and Developmental Process,Cell Cycle,Immune System and Inflammation,Response to Stimulus
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING,GO:0034104,,,Cell Adhesion and Interaction,System and Developmental Process,Response to Stimulus,Signal Transduction,Structural Stabilization
GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,GO:0034138,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,GO:0034143,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,System and Developmental Process,Transcription and Translation Machinery
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,GO:0034162,biological_process,GO:0008150,Immune System and Inflammation,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Transcription and Translation Machinery
GOBP_NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,GO:0034316,biological_process,GO:0008150,Structural Stabilization,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics,Cell Adhesion and Interaction
GOBP_RESPONSE_TO_TYPE_III_INTERFERON,GO:0034342,biological_process,GO:0008150,Immune System and Inflammation,Response to Stimulus,Signal Transduction,System and Developmental Process,Epigenetic Regulation
GOBP_LIPID_DROPLET_ORGANIZATION,GO:0034389,biological_process,GO:0008150,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Structural Stabilization,Mitochondrial Function and Metabolism,System and Developmental Process
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC_3_5,,,,RNA Metabolism,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Intracellular Trafficking and Organelle Dynamics,Epigenetic Regulation
GOBP_U4_SNRNA_3_END_PROCESSING,GO:0034475,biological_process,GO:0008150,RNA Metabolism,Transcription and Translation Machinery,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Response to Stimulus
GOBP_EARLY_ENDOSOME_TO_GOLGI_TRANSPORT,GO:0034498,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Lipid Metabolism,Response to Stimulus
GOBP_LATE_ENDOSOME_TO_GOLGI_TRANSPORT,GO:0034499,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,System and Developmental Process,Response to Stimulus
GOBP_CENTROMERE_COMPLEX_ASSEMBLY,GO:0034508,biological_process,GO:0008150,Cell Cycle,Protein Metabolism and Trafficking,Epigenetic Regulation,Structural Stabilization,DNA Repair
GOBP_CELLULAR_RESPONSE_TO_HEAT,GO:0034605,biological_process,GO:0008150,Response to Stimulus,Stress Response,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Signal Transduction
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,GO:0034620,biological_process,GO:0008150,Protein Metabolism and Trafficking,Signal Transduction,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus,Molecular Transport and Homeostasis
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS,GO:0034638,biological_process,GO:0008150,Lipid Metabolism,Intracellular Trafficking and Organelle Dynamics,Mitochondrial Function and Metabolism,Response to Stimulus,Signal Transduction
GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS,,,,Transcription and Translation Machinery,Protein Metabolism and Trafficking,RNA Metabolism,System and Developmental Process,Molecular Transport and Homeostasis
GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM,GO:0034975,biological_process,GO:0008150,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Molecular Transport and Homeostasis,Response to Stimulus,System and Developmental Process
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,GO:0034976,biological_process,GO:0008150,Response to Stimulus,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Autophagy,Signal Transduction
GOBP_TRANSITION_METAL_ION_TRANSPORT,GO:0000041,,,Molecular Transport and Homeostasis,Mitochondrial Function and Metabolism,Signal Transduction,Response to Stimulus,Intracellular Trafficking and Organelle Dynamics
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,GO:0000075,,,Cell Cycle,Signal Transduction,System and Developmental Process,Response to Stimulus,DNA Repair
GOBP_MAPK_CASCADE,GO:0000165,biological_process,GO:0008150,Signal Transduction,Response to Stimulus,Cell Cycle,Epigenetic Regulation,Transcription and Translation Machinery
GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI,GO:0000301,biological_process,GO:0008150,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Molecular Transport and Homeostasis,Structural Stabilization,System and Developmental Process
GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,,,,Protein Metabolism and Trafficking,Structural Stabilization,Intracellular Trafficking and Organelle Dynamics,Signal Transduction,Response to Stimulus
GOBP_AUTOPHAGY_OF_MITOCHONDRION,GO:0000422,biological_process,GO:0008150,Autophagy,Mitochondrial Function and Metabolism,Protein Metabolism and Trafficking,Intracellular Trafficking and Organelle Dynamics,Response to Stimulus
GOBP_PEXOPHAGY,,,,Autophagy,Intracellular Trafficking and Organelle Dynamics,Protein Metabolism and Trafficking,Mitochondrial Function and Metabolism,Response to Stimulus
