In a magical forest, a lonely unicorn named Luna discovered a hidden glade filled with twinkling stars. Every night, she danced under the shimmering lights, spreading joy and laughter to all the creatures around her. One evening, as she twirled, she made a wish for friends, and to her delight, a troupe of playful fairies appeared, ready to join her enchanting adventures.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Response To Antibiotic -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy

Pathway: Response To Ddt -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Unknown

Pathway: Response To Pyrethroid -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Unknown

Pathway: Response To Arsenic-Containing Substance -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: Response To Cadmium Ion -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Immune Response, Autophagy, Proteostasis

Pathway: Response To Copper Ion -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Immune Response, Proteostasis, Autophagy

Pathway: Response To Mercury Ion -> Biodomain: Oxidative Stress, Immune Response, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Intracellular Canaliculus -> Biodomain: Unknown, Proteostasis, Lipid Metabolism, Apoptosis, Endolysosome

Pathway: Slik (Saga-Like) Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, DNA Repair

Pathway: Lipopolysaccharide Receptor Complex -> Biodomain: Immune Response, Unknown, Apoptosis, Structural Stabilization, Oxidative Stress

Pathway: Decidualization -> Biodomain: Immune Response, Endolysosome, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Natural Killer Cell Lectin-Like Receptor Binding -> Biodomain: Immune Response, Unknown, Apoptosis, Structural Stabilization, Oxidative Stress

Pathway: Cdp Biosynthetic Process -> Biodomain: Unknown, Lipid Metabolism, RNA Spliceosome, Proteostasis, Autophagy

Pathway: Gdp Metabolic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Gdp Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Gdp Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Borate Transport -> Biodomain: Metal Binding and Homeostasis, Unknown, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Active Borate Transmembrane Transporter Activity -> Biodomain: Unknown, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: Muscle Cell Cellular Homeostasis -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Oxidative Stress

Pathway: Acid Secretion -> Biodomain: Unknown, Immune Response, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Symbiont Entry Into Host Cell -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Autophagy, Mitochondrial Metabolism

Pathway: Citric Acid Secretion -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Lactic Acid Secretion -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Immune Response

Pathway: Oxalic Acid Secretion -> Biodomain: Unknown, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Autophagy

Pathway: Negative Regulation By Virus Of Viral Protein Levels In Host Cell -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Positive Regulation By Virus Of Viral Protein Levels In Host Cell -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy

Pathway: Viral Exocytosis -> Biodomain: Unknown, Immune Response, Autophagy, Structural Stabilization, Oxidative Stress

Pathway: Viral Budding -> Biodomain: Unknown, Immune Response, Apoptosis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Viral Budding From Plasma Membrane -> Biodomain: Unknown, Immune Response, Apoptosis, Oxidative Stress, Structural Stabilization

Pathway: Protein Autophosphorylation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Cell Cycle, Unknown

Pathway: Regulation Of Viral Transcription -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Microtubule Polymerization -> Biodomain: Structural Stabilization, Proteostasis, Autophagy, Cell Cycle, Unknown

Pathway: Host Cell Surface Receptor Binding -> Biodomain: Immune Response, Synapse, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Virion Binding -> Biodomain: Unknown, Immune Response, Apoptosis, Structural Stabilization, Oxidative Stress

Pathway: Histone Deacetylase Inhibitor Activity -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, Apoptosis, Unknown

Pathway: Receptor-Mediated Virion Attachment To Host Cell -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Structural Stabilization

Pathway: Coreceptor-Mediated Virion Attachment To Host Cell -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Structural Stabilization

Pathway: Chemokine Receptor Antagonist Activity -> Biodomain: Immune Response, Unknown, Apoptosis, Oxidative Stress, Structural Stabilization

Pathway: Regulation Of Nucleocytoplasmic Transport -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Epigenetic

Pathway: Positive Regulation Of Nucleocytoplasmic Transport -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Regulation Of Protein Export From Nucleus -> Biodomain: Unknown, Proteostasis, Autophagy, RNA Spliceosome, Epigenetic

Pathway: Negative Regulation Of Protein Export From Nucleus -> Biodomain: Unknown, Proteostasis, Autophagy, Cell Cycle, Epigenetic

Pathway: Positive Regulation Of Protein Export From Nucleus -> Biodomain: Proteostasis, Autophagy, RNA Spliceosome, Immune Response, DNA Repair

Pathway: Regulation Of Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Unknown, Proteostasis, Apoptosis, Cell Cycle

Pathway: Negative Regulation Of Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Positive Regulation Of Rna Export From Nucleus -> Biodomain: RNA Spliceosome, Autophagy, Proteostasis, DNA Repair, Unknown

Pathway: Lipid Phosphorylation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Carbohydrate Phosphorylation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Glycolipid Transport -> Biodomain: Lipid Metabolism, Unknown, Autophagy, Structural Stabilization, Immune Response

Pathway: Phospholipid Dephosphorylation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Filopodium Assembly -> Biodomain: Synapse, Proteostasis, Autophagy, Immune Response, Mitochondrial Metabolism

Pathway: Hydroxyapatite Binding -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Structural Stabilization, Proteostasis, Unknown

Pathway: Bone Remodeling -> Biodomain: Calcium Homeostasis, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Immune Response

Pathway: Regulation Of Bone Remodeling -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: Negative Regulation Of Bone Remodeling -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Proteostasis, Oxidative Stress

Pathway: Phosphatidylinositol Phosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Unknown, Oxidative Stress, Autophagy, Structural Stabilization

Pathway: Phosphatidylinositol Dephosphorylation -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Structural Stabilization, Unknown

Pathway: Terpenoid Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Cadmium Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Unknown

Pathway: Metal Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Apoptosis, Proteostasis, Unknown

Pathway: Metal Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Quinolinate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Ephrin Receptor Binding -> Biodomain: Unknown, Immune Response, Synapse, Structural Stabilization, Apoptosis

Pathway: Regulation Of Saliva Secretion -> Biodomain: Unknown, Immune Response, Proteostasis, Apoptosis, Oxidative Stress

Pathway: Positive Regulation Of Saliva Secretion -> Biodomain: Unknown, Immune Response, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Hormone Secretion -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Regulation Of Follicle-Stimulating Hormone Secretion -> Biodomain: Immune Response, Unknown, Apoptosis, Endolysosome, Oxidative Stress

Pathway: Positive Regulation Of Follicle-Stimulating Hormone Secretion -> Biodomain: Immune Response, Oxidative Stress, Endolysosome, Apoptosis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Follicle-Stimulating Hormone Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Endolysosome, Unknown

Pathway: Regulation Of Hormone Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Endolysosome

Pathway: Follicle-Stimulating Hormone Secretion -> Biodomain: Immune Response, Unknown, Apoptosis, Endolysosome, Structural Stabilization

Pathway: Regulation Of Hormone Biosynthetic Process -> Biodomain: Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis, Oxidative Stress

Pathway: Positive Regulation Of Hormone Biosynthetic Process -> Biodomain: Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Apoptosis

Pathway: Positive Regulation Of Hormone Secretion -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism

Pathway: Negative Regulation Of Hormone Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Lipid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Regulation Of Lipid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Response To Cycloheximide -> Biodomain: Proteostasis, Apoptosis, Autophagy, Immune Response, Mitochondrial Metabolism

Pathway: Nucleoside Triphosphate Adenylate Kinase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Tetrahydrofolylpolyglutamate Metabolic Process -> Biodomain: Lipid Metabolism, Unknown, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Tetrahydrofolylpolyglutamate Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Regulation Of Mitochondrial Membrane Permeability -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Autophagy, Proteostasis

Pathway: Secretion -> Biodomain: Proteostasis, Apoptosis, Immune Response, Autophagy, Mitochondrial Metabolism

Pathway: Calcium Oxalate Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Unknown, Apoptosis, Proteostasis

Pathway: Tetrapyrrole Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Unknown

Pathway: Intracellular Transport -> Biodomain: Unknown, Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Metal Chelating Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Acyltransferase Activity, Acyl Groups Converted Into Alkyl On Transfer -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Transition Metal Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Unknown

Pathway: Transition Metal Ion Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Alpha-(1->3)-Fucosyltransferase Activity -> Biodomain: Unknown, Immune Response, Structural Stabilization, Lipid Metabolism, Autophagy

Pathway: Alpha-(1->6)-Fucosyltransferase Activity -> Biodomain: Unknown, Proteostasis, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Peptide-O-Fucosyltransferase Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Er Retention Sequence Binding -> Biodomain: Endolysosome, Proteostasis, Apoptosis, Oxidative Stress, Unknown

Pathway: Regulation Of Neurotransmitter Secretion -> Biodomain: Synapse, Immune Response, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Negative Regulation Of Neurotransmitter Secretion -> Biodomain: Synapse, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Pore Complex -> Biodomain: Unknown, Structural Stabilization, Oxidative Stress, Apoptosis, Immune Response

Pathway: Pore Complex Assembly -> Biodomain: Unknown, Structural Stabilization, Autophagy, Proteostasis, Oxidative Stress

Pathway: Proton-Transporting Atp Synthase Activity, Rotational Mechanism -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: 1-Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Immune Response

Pathway: 1-Phosphatidylinositol-3-Kinase Regulator Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response, Structural Stabilization

Pathway: 2'-Deoxyadenosine Deaminase Activity -> Biodomain: Unknown, Metal Binding and Homeostasis, RNA Spliceosome, Apoptosis, Proteostasis

Pathway: Nucleoside Monophosphate Phosphorylation -> Biodomain: Unknown, RNA Spliceosome, Apoptosis, Proteostasis, DNA Repair

Pathway: Carboxylic Acid Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Carboxylic Acid Transmembrane Transporter Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress

Pathway: Hydroxylysine Biosynthetic Process -> Biodomain: Unknown, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Fatty-Acyl-Coa Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Ketone Body Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Ketone Body Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Nonassociative Learning -> Biodomain: Unknown, Immune Response, Proteostasis, Synapse, Apoptosis

Pathway: Habituation -> Biodomain: Unknown, Synapse, Immune Response, Proteostasis, Apoptosis

Pathway: Sensitization -> Biodomain: Unknown, Immune Response, Apoptosis, Proteostasis, Oxidative Stress

Pathway: Proton-Transporting Atpase Activity, Rotational Mechanism -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: 3'-Phosphoadenosine 5'-Phosphosulfate Transport -> Biodomain: Unknown, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: 3'-Phosphoadenosine 5'-Phosphosulfate Transmembrane Transporter Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Structural Stabilization

Pathway: Nuclear Retinoid X Receptor Binding -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Nuclear Thyroid Hormone Receptor Binding -> Biodomain: Unknown, Immune Response, Apoptosis, Proteostasis, Endolysosome

Pathway: Cytosol To Endoplasmic Reticulum Transport -> Biodomain: Unknown, Endolysosome, Proteostasis, Autophagy, Lipid Metabolism

Pathway: Peptide Antigen Transport -> Biodomain: Immune Response, Apoptosis, Autophagy, Mitochondrial Metabolism, Oxidative Stress

Pathway: Histone H3K9 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Apoptosis, Unknown

Pathway: Histone H4K16 Deacetylase Activity, Nad-Dependent -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Apoptosis, DNA Repair

Pathway: Histone H4K16 Acetyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Autophagy, DNA Repair, Unknown

Pathway: Histone H3K9 Methyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, Autophagy, Unknown

Pathway: Histone H3K36 Methyltransferase Activity -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Unknown

Pathway: Histone H3K27 Methyltransferase Activity -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, Apoptosis, Unknown

Pathway: Tap Binding -> Biodomain: Immune Response, Unknown, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Tap1 Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Tap2 Binding -> Biodomain: Immune Response, Unknown, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Tapasin Binding -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Unknown

Pathway: Protein Heterodimerization Activity -> Biodomain: Unknown, Proteostasis, Apoptosis, Tau Homeostasis, Structural Stabilization

Pathway: Protein Dimerization Activity -> Biodomain: Unknown, Proteostasis, Apoptosis, Oxidative Stress, Structural Stabilization

Pathway: Regulation Of Hemoglobin Biosynthetic Process -> Biodomain: Unknown, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism

Pathway: Positive Regulation Of Hemoglobin Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Immune Response

Pathway: Negative Regulation Of Hemoglobin Biosynthetic Process -> Biodomain: Unknown, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis
