Once upon a time, in a hidden valley, a gentle unicorn named Luna spread her shimmering wings under the moonlight. Each night, she gathered the stars that fell from the sky and returned them to their rightful place, making the world sparkle with magic. One evening, as she shared her glow with a lost little fox, they became friends, and together they filled the valley with laughter and joy.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Positive Regulation Of Interleukin-15 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-16 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-17 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-18 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-2 Production -> Biodomain: Immune Response, Apoptosis, Autophagy, Structural Stabilization, Mitochondrial Metabolism

Pathway: Positive Regulation Of Interleukin-21 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-22 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-23 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-3 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-4 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-5 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-6 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Interleukin-8 Production -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Trail Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Tumor Necrosis Factor Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Lymphotoxin A Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Negative Regulation Of Mast Cell Cytokine Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Mast Cell Cytokine Production -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Copper-Dependent Protein Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Positive Regulation Of Tyrosinase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Apoptosis

Pathway: Piccolo Histone Acetyltransferase Complex -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Cell Cycle

Pathway: Negative Regulation Of Atp-Dependent Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, Mitochondrial Metabolism, Oxidative Stress

Pathway: Positive Regulation Of Atp-Dependent Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis

Pathway: Bile Acid Secretion -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Super Elongation Complex -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Regulation Of Dna-Templated Transcription Elongation -> Biodomain: RNA Spliceosome, Epigenetic, DNA Repair, Proteostasis, Cell Cycle

Pathway: Negative Regulation Of Dna-Templated Transcription, Elongation -> Biodomain: Epigenetic, DNA Repair, Cell Cycle, Proteostasis, Autophagy

Pathway: Positive Regulation Of Dna-Templated Transcription, Elongation -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Monocarboxylic Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis

Pathway: Saturated Monocarboxylic Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Unsaturated Monocarboxylic Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Ribosome Disassembly -> Biodomain: Proteostasis, Autophagy, Cell Cycle, RNA Spliceosome, DNA Repair

Pathway: Lead Ion Binding -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Negative Regulation Of Creb Transcription Factor Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Epigenetic

Pathway: Positive Regulation Of Creb Transcription Factor Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Epigenetic

Pathway: Gtpase Activating Protein Binding -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle, Immune Response

Pathway: Heterotrimeric G-Protein Binding -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Cell Cycle

Pathway: Uropod Organization -> Biodomain: Immune Response, Synapse, Autophagy, Cell Cycle, Structural Stabilization

Pathway: Smn Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, Cell Cycle, Epigenetic

Pathway: Swi5-Sfr1 Complex -> Biodomain: DNA Repair, Cell Cycle, Epigenetic, Proteostasis, Autophagy

Pathway: Low-Density Lipoprotein Receptor Particle Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Receptor Catabolic Process -> Biodomain: Proteostasis, Apoptosis, Immune Response, Autophagy, Structural Stabilization

Pathway: Low-Density Lipoprotein Particle Receptor Catabolic Process -> Biodomain: Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Regulation Of Low-Density Lipoprotein Particle Receptor Catabolic Process -> Biodomain: Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Negative Regulation Of Low-Density Lipoprotein Particle Receptor Catabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Positive Regulation Of Low-Density Lipoprotein Particle Receptor Catabolic Process -> Biodomain: Lipid Metabolism, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Dna Ligase Iv Complex -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Lacrimal Gland Development -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Neuronal Cell Body Membrane -> Biodomain: Synapse, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Sterol Response Element Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Negative Regulation Of Epinephrine Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Endolysosome

Pathway: Positive Regulation Of Epinephrine Secretion -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Autophagy, Structural Stabilization

Pathway: Tumor Necrosis Factor Receptor Superfamily Binding -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Regulation Of Natural Killer Cell Activation -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Negative Regulation Of Natural Killer Cell Activation -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Natural Killer Cell Activation -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Regulation Of Natural Killer Cell Proliferation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Positive Regulation Of Natural Killer Cell Proliferation -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Regulation Of Natural Killer Cell Differentiation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Structural Stabilization, Endolysosome

Pathway: Positive Regulation Of Natural Killer Cell Differentiation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Regulation Of Natural Killer Cell Differentiation Involved In Immune Response -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Negative Regulation Of Natural Killer Cell Differentiation Involved In Immune Response -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Oxidative Stress

Pathway: Regulation Of Cd4-Positive, Cd25-Positive, Alpha-Beta Regulatory T Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Positive Regulation Of Cd4-Positive, Cd25-Positive, Alpha-Beta Regulatory T Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Positive Regulation Of Cd4-Positive, Cd25-Positive, Alpha-Beta Regulatory T Cell Differentiation Involved In Immune Response -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization

Pathway: Glomerulus Development -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Cell Cycle

Pathway: Glomerular Basement Membrane Development -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Apoptosis, Cell Cycle

Pathway: Dendrite Cytoplasm -> Biodomain: Synapse, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Calcitonin Binding -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress

Pathway: Negative Regulation Of Cellular Ph Reduction -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Immune Response, Mitochondrial Metabolism

Pathway: Positive Regulation Of Cellular Ph Reduction -> Biodomain: Oxidative Stress, Autophagy, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Response To Insulin -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: Cellular Response To Insulin Stimulus -> Biodomain: Immune Response, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Apoptosis

Pathway: Cellular Response To Hormone Stimulus -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Regulation Of Stress-Activated Mapk Cascade -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Immune Response, Mitochondrial Metabolism

Pathway: Negative Regulation Of Stress-Activated Mapk Cascade -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Immune Response, Autophagy

Pathway: Positive Regulation Of Stress-Activated Mapk Cascade -> Biodomain: Oxidative Stress, Apoptosis, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Regulation Of Dna Endoreduplication -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Epigenetic, Proteostasis

Pathway: Negative Regulation Of Dna Endoreduplication -> Biodomain: Cell Cycle, DNA Repair, Epigenetic, Autophagy, Proteostasis

Pathway: Positive Regulation Of Dna Endoreduplication -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Epigenetic, Proteostasis

Pathway: Regulation Of Establishment Or Maintenance Of Cell Polarity -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Regulation Of Protein Localization -> Biodomain: Proteostasis, Autophagy, Synapse, Lipid Metabolism, Immune Response

Pathway: Regulation Of Microtubule-Based Process -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Apoptosis, Myelination

Pathway: Palmitoyl-Coa 9-Desaturase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Negative Regulation Of Viral Transcription -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Negative Regulation Of Neurotrophin Production -> Biodomain: Immune Response, Synapse, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Neurotrophin Production -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Nerve Growth Factor Production -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Regulation Of Nerve Growth Factor Production -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Negative Regulation Of Nerve Growth Factor Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Synapse

Pathway: Transforming Growth Factor Beta1 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Regulation Of Transforming Growth Factor Beta1 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Regulation Of Transforming Growth Factor Beta2 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Transforming Growth Factor Beta1 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Negative Regulation Of Transforming Growth Factor Beta2 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Negative Regulation Of Transforming Growth Factor Beta3 Production -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Structural Stabilization

Pathway: Positive Regulation Of Transforming Growth Factor Beta1 Production -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Positive Regulation Of Transforming Growth Factor Beta2 Production -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Endolysosome

Pathway: Positive Regulation Of Transforming Growth Factor Beta3 Production -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Spermidine Acetylation -> Biodomain: Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis, DNA Repair

Pathway: Spermine Acetylation -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Putrescine Acetylation -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Circadian Regulation Of Gene Expression -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle, Epigenetic

Pathway: Activin Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Oxidative Stress

Pathway: Regulation Of Activin Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Negative Regulation Of Activin Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Positive Regulation Of Activin Receptor Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Oxidative Stress

Pathway: Regulation Of Superoxide Anion Generation -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Autophagy

Pathway: Negative Regulation Of Superoxide Anion Generation -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Metal Binding and Homeostasis

Pathway: Positive Regulation Of Superoxide Anion Generation -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Metal Binding and Homeostasis

Pathway: Srebp Signaling Pathway -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy

Pathway: Sterol Binding -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Sterol Sensor Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Metal Binding and Homeostasis

Pathway: Srebp-Scap Complex -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, DNA Repair

Pathway: Srebp-Scap-Insig Complex -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Autophagy, DNA Repair

Pathway: Negative Regulation Of Translation In Response To Oxidative Stress -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Mitochondrial Metabolism, Autophagy
