Once upon a time in a glittering forest, a curious unicorn named Luna discovered a hidden glade filled with glowing flowers. Each night, the flowers whispered secrets of joy and laughter, making Luna's heart sparkle with happiness. With a gentle flick of her tail, she spread the magic of the glade across the land, bringing sweet dreams to all who slept under the stars.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
Pathway: S-Methylmethionine Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Intracellular Nitric Oxide Homeostasis -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Metal Binding and Homeostasis

Pathway: Cholesterol Biosynthetic Process Via 24,25-Dihydrolanosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Cholesterol Biosynthetic Process, Proteostasis, Oxidative Stress

Pathway: Cholesterol Biosynthetic Process Via Desmosterol -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Cholesterol Biosynthetic Process, Proteostasis, Oxidative Stress

Pathway: Cholesterol Biosynthetic Process Via Lathosterol -> Biodomain: Lipid Metabolism, Cholesterol Biosynthetic Process, Mitochondrial Metabolism, Autophagy, Proteostasis

Pathway: Galactose Catabolic Process Via Udp-Galactose, Leloir Pathway -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Carbohydrate Homeostasis -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Hulc Complex -> Biodomain: Proteostasis, Apoptosis, DNA Repair, Cell Cycle, Epigenetic

Pathway: Floor Plate Development -> Biodomain: Synapse, Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis

Pathway: Floor Plate Morphogenesis -> Biodomain: Synapse, Immune Response, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: L-Lysine Catabolic Process To Acetyl-Coa Via Saccharopine -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: L-Lysine Catabolic Process To Acetyl-Coa Via L-Pipecolate -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Fatty Acid Beta-Oxidation Using Acyl-Coa Dehydrogenase -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Fatty Acid Beta-Oxidation Using Acyl-Coa Oxidase -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Map Kinase Phosphatase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Immune Response

Pathway: Map Kinase Tyrosine Phosphatase Activity -> Biodomain: Proteostasis, Oxidative Stress, Apoptosis, Cell Cycle, Immune Response

Pathway: Response To Vitamin B3 -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Autophagy, Immune Response, DNA Repair

Pathway: Rdna Heterochromatin -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy

Pathway: Cellular Response To Stress -> Biodomain: Oxidative Stress, Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism

Pathway: Multicellular Organismal Response To Stress -> Biodomain: Oxidative Stress, Immune Response, Autophagy, Proteostasis, Mitochondrial Metabolism

Pathway: Slx1-Slx4 Complex -> Biodomain: DNA Repair, Autophagy, Proteostasis, Epigenetic, Cell Cycle

Pathway: Protein Lysine Deacetylase Activity -> Biodomain: Proteostasis, Apoptosis, Autophagy, DNA Repair, Epigenetic

Pathway: Unsaturated Fatty Acid Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Folate Reductase Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Dorsal/Ventral Axon Guidance -> Biodomain: Synapse, Immune Response, Apoptosis, Cell Cycle, Myelination

Pathway: Anterior/Posterior Axon Guidance -> Biodomain: Synapse, Cell Cycle, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Escrt-0 Complex -> Biodomain: Endolysosome, Autophagy, Proteostasis, Mitochondrial Metabolism, DNA Repair

Pathway: Gamma-Tubulin Complex Localization -> Biodomain: Cell Cycle, Proteostasis, Structural Stabilization, Apoptosis, Immune Response

Pathway: Dna Replication, Okazaki Fragment Processing -> Biodomain: Cell Cycle, DNA Repair, Autophagy, Epigenetic, Proteostasis

Pathway: Transferrin Transport -> Biodomain: Metal Binding and Homeostasis, Iron Transport, Immune Response, Endolysosome, Apoptosis

Pathway: Response To Testosterone -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Elongator Holoenzyme Complex -> Biodomain: RNA Spliceosome, Proteostasis, Apoptosis, DNA Repair, Epigenetic

Pathway: Response To Cobalamin -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair

Pathway: Response To L-Ascorbic Acid -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Autophagy, DNA Repair

Pathway: Rna Strand Annealing Activity -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, DNA Repair, Proteostasis

Pathway: Brca2-Mage-D1 Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Immune Response

Pathway: Response To Hydroxyisoflavone -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Response To Genistein -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Tsc1-Tsc2 Complex -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Oxidative Stress, Apoptosis

Pathway: Mitotic Checkpoint Complex -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, DNA Repair, Oxidative Stress

Pathway: Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Proteostasis, Immune Response, Apoptosis, Mitochondrial Metabolism

Pathway: Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Positive Regulation Of Mammary Gland Epithelial Cell Proliferation -> Biodomain: Cell Cycle, Immune Response, Proteostasis, Apoptosis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Dopamine Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Synapse

Pathway: Positive Regulation Of Dopamine Secretion -> Biodomain: Immune Response, Synapse, Oxidative Stress, Apoptosis, Proteostasis

Pathway: Negative Regulation Of Catecholamine Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Positive Regulation Of Catecholamine Secretion -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Oxalate Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy

Pathway: Receptor Serine/Threonine Kinase Binding -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Proteostasis, Cell Cycle

Pathway: Mitochondrial Proton-Transporting Atp Synthase Complex Assembly -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Mitochondrial Cytochrome C Oxidase Assembly -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Membrane Protein Proteolysis -> Biodomain: Proteostasis, Autophagy, Apoptosis, Mitochondrial Metabolism, Endolysosome

Pathway: Integrin Activation -> Biodomain: Immune Response, Structural Stabilization, Synapse, Apoptosis, Cell Cycle

Pathway: Regulation Of Integrin Activation -> Biodomain: Immune Response, Synapse, Structural Stabilization, Apoptosis, Cell Cycle

Pathway: Negative Regulation Of Integrin Activation -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Positive Regulation Of Integrin Activation -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Positive Regulation Of Integrin Activation By Cell Surface Receptor Linked Signal Transduction -> Biodomain: Immune Response, Synapse, Structural Stabilization, Oxidative Stress, Cell Cycle

Pathway: Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Synapse, Structural Stabilization, Cell Cycle, Apoptosis

Pathway: Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Structural Stabilization, Synapse, Proteostasis, Apoptosis

Pathway: Negative Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis

Pathway: Positive Regulation Of Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Synapse, Structural Stabilization, Cell Cycle, Apoptosis

Pathway: Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Synapse, Structural Stabilization, Cell Cycle, Apoptosis

Pathway: Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Structural Stabilization, Cell Cycle, Apoptosis, Proteostasis

Pathway: Negative Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis

Pathway: Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin -> Biodomain: Immune Response, Synapse, Structural Stabilization, Cell Cycle, Apoptosis

Pathway: Negative Regulation Of Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Oxidative Stress

Pathway: Positive Regulation Of Kinase Activity -> Biodomain: Proteostasis, Apoptosis, Oxidative Stress, Cell Cycle, Autophagy

Pathway: Dna/Rna Helicase Activity -> Biodomain: DNA Repair, RNA Spliceosome, Autophagy, Epigenetic, Proteostasis

Pathway: 5'-3' Dna/Rna Helicase Activity -> Biodomain: DNA Repair, RNA Spliceosome, Epigenetic, Autophagy, Proteostasis

Pathway: 3'-5' Dna/Rna Helicase Activity -> Biodomain: DNA Repair, RNA Spliceosome, Autophagy, Proteostasis, Epigenetic

Pathway: Negative Regulation Of Luteinizing Hormone Secretion -> Biodomain: Immune Response, Apoptosis, Endolysosome, Structural Stabilization, Oxidative Stress

Pathway: Positive Regulation Of Luteinizing Hormone Secretion -> Biodomain: Immune Response, Apoptosis, Endolysosome, Mitochondrial Metabolism, Oxidative Stress

Pathway: Osteoblast Proliferation -> Biodomain: Cell Cycle, Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism

Pathway: Regulation Of Osteoblast Proliferation -> Biodomain: Immune Response, Cell Cycle, Apoptosis, Proteostasis, Mitochondrial Metabolism

Pathway: Negative Regulation Of Osteoblast Proliferation -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Mitochondrial Metabolism

Pathway: Positive Regulation Of Osteoblast Proliferation -> Biodomain: Immune Response, Mitochondrial Metabolism, Proteostasis, Apoptosis, Cell Cycle

Pathway: Sialic Acid Binding -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Immune Response, Lipid Metabolism

Pathway: Neurofilament Bundle Assembly -> Biodomain: Proteostasis, Synapse, Structural Stabilization, Autophagy, Myelination

Pathway: Heterochromatin Boundary Formation -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Cell Cycle

Pathway: Dna 5'-Adenosine Monophosphate Hydrolase Activity -> Biodomain: DNA Repair, Apoptosis, RNA Spliceosome, Proteostasis, Oxidative Stress

Pathway: Phospholipid Efflux -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Immune Response

Pathway: 3-Beta-Hydroxy-5-Beta-Steroid Dehydrogenase (Nadp+) Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Aldehyde Dehydrogenase (Nadp+) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Aspartate Dehydrogenase [Nad(P)+] Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Proteostasis

Pathway: Peptide-Methionine (R)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: L-Methionine:Thioredoxin-Disulfide S-Oxidoreductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: L-Methionine-(R)-S-Oxide Reductase Activity -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Metal Binding and Homeostasis, Autophagy

Pathway: Histone H3R2 Demethylase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Cell Cycle, Autophagy

Pathway: Histone H4R3 Demethylase Activity -> Biodomain: Epigenetic, DNA Repair, Proteostasis, Autophagy, Cell Cycle

Pathway: Indoleamine 2,3-Dioxygenase Activity -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Autophagy

Pathway: Response To Glucagon -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy

Pathway: Steroid Dehydrogenase Activity, Acting On The Ch-Oh Group Of Donors, Nad Or Nadp As Acceptor -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Cholesterol 24-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: 24S-Hydroxycholesterol 7-Alpha-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Apoptosis, Metal Binding and Homeostasis, Proteostasis

Pathway: 25-Hydroxycholesterol 7-Alpha-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Apoptosis

Pathway: Cyanocobalamin Reductase (Cyanide-Eliminating) (Nadp+) Activity -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy

Pathway: 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestanoyl-Coa 24-Hydroxylase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Thyroxine 5-Deiodinase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Propanoyl-Coa C-Acyltransferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Lipoyl(Octanoyl) Transferase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Procollagen Glucosyltransferase Activity -> Biodomain: Structural Stabilization, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Apoptosis

Pathway: O-Fucosylpeptide 3-Beta-N-Acetylglucosaminyltransferase Activity -> Biodomain: Proteostasis, Lipid Metabolism, Immune Response, Apoptosis, DNA Repair

Pathway: N-Acetyl-Beta-Glucosaminyl-Derivative 4-Beta-N-Acetylgalactosaminyltransferase Activity -> Biodomain: Lipid Metabolism, Proteostasis, Apoptosis, Immune Response, Structural Stabilization

Pathway: 5-Diphosphoinositol Pentakisphosphate 1-Kinase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: N-Acetylgalactosamine Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, Metal Binding and Homeostasis

Pathway: Negative Regulation Of Nad(P)H Oxidase Activity -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Autophagy

Pathway: Ump Kinase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, RNA Spliceosome, Autophagy, DNA Repair

Pathway: Positive Regulation Of Nad(P)H Oxidase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Proteostasis, Autophagy

Pathway: Fas-Activated Serine/Threonine Kinase Activity -> Biodomain: Apoptosis, Immune Response, Proteostasis, Mitochondrial Metabolism, Oxidative Stress

Pathway: Choloyl-Coa Hydrolase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Pyridoxal Phosphatase Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: 10-Hydroxy-9-(Phosphonooxy)Octadecanoate Phosphatase Activity -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis, Metal Binding and Homeostasis

Pathway: N-Sulfoglucosamine-3-Sulfatase Activity -> Biodomain: Proteostasis, Autophagy, Lipid Metabolism, Immune Response, DNA Repair

Pathway: Deoxyribonuclease (Pyrimidine Dimer) Activity -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Ribonuclease T2 Activity -> Biodomain: RNA Spliceosome, Apoptosis, Proteostasis, DNA Repair, Oxidative Stress

Pathway: Hyaluronoglucuronidase Activity -> Biodomain: Proteostasis, Apoptosis, Immune Response, Mitochondrial Metabolism, Autophagy

Pathway: Glucan 1,3-Alpha-Glucosidase Activity -> Biodomain: Lipid Metabolism, Autophagy, Proteostasis, Oxidative Stress, DNA Repair

Pathway: Mannosyl-Glycoprotein Endo-Beta-N-Acetylglucosaminidase Activity -> Biodomain: Proteostasis, Autophagy, Endolysosome, APP Metabolism, Mitochondrial Metabolism

Pathway: Cis-Stilbene-Oxide Hydrolase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, DNA Repair

Pathway: P-Body Assembly -> Biodomain: RNA Spliceosome, Proteostasis, Autophagy, Oxidative Stress, DNA Repair

Pathway: Cholesterol-5,6-Oxide Hydrolase Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Box H/Aca Sno(S)Rna Metabolic Process -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Proteostasis, DNA Repair
