Once upon a time, a gentle unicorn named Luna roamed a sparkling meadow filled with flowers that glowed at night. One evening, she discovered a sad little star that had fallen from the sky, and with a twinkle of her horn, she lifted it back into the heavens. From that day on, every night the star would shine brighter, guiding Luna home as they became the best of friends.
Pathway: Mitochondrial Genome Maintenance -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, DNA Repair, Proteostasis
Pathway: Antigen Processing And Presentation Of Exogenous Peptide Antigen Via Mhc Class I -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, DNA Repair

Pathway: Homeostatic Process -> Biodomain: Proteostasis, Homeostatic Process, Apoptosis, Oxidative Stress, Autophagy

Pathway: Glucose Homeostasis -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, Immune Response

Pathway: Response To Starvation -> Biodomain: Proteostasis, Autophagy, Oxidative Stress, Lipid Metabolism, Immune Response

Pathway: Behavioral Response To Starvation -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Fear Response -> Biodomain: Immune Response, Oxidative Stress, Structural Stabilization, Apoptosis, Proteostasis

Pathway: Lamellar Body -> Biodomain: Endolysosome, Apoptosis, Proteostasis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Riboflavin Reductase (Nadph) Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Peptide Antigen Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Structural Stabilization, Endolysosome

Pathway: T Cell Receptor Binding -> Biodomain: Immune Response, Apoptosis, Synapse, Proteostasis, Endolysosome

Pathway: Cd4 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Proteostasis, Synapse

Pathway: Cd8 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Synapse

Pathway: Mhc Class I Protein Complex -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Endolysosome, Proteostasis

Pathway: Mhc Class Ii Protein Complex -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Endolysosome, Tau Homeostasis

Pathway: Photoreceptor Outer Segment Membrane -> Biodomain: Synapse, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Lipid Metabolism

Pathway: Atpase-Coupled Ion Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis, Lipid Metabolism

Pathway: Atpase-Coupled Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Proteostasis, DNA Repair

Pathway: Chylomicron -> Biodomain: Lipid Metabolism, Immune Response, Apoptosis, Mitochondrial Metabolism, Structural Stabilization

Pathway: Mating Plug Formation -> Biodomain: Immune Response, Structural Stabilization, Mitochondrial Metabolism, Oxidative Stress, Apoptosis

Pathway: Mast Cell Granule -> Biodomain: Immune Response, Structural Stabilization, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Cellular Response To Water Deprivation -> Biodomain: Oxidative Stress, Autophagy, Proteostasis, Mitochondrial Metabolism, Immune Response

Pathway: Cholesterol Homeostasis -> Biodomain: Lipid Metabolism, Cholesterol Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis

Pathway: Hair Cycle -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Mitochondrial Metabolism, Cell Cycle

Pathway: Regulation Of Hair Cycle -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Positive Regulation Of Hair Cycle -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Apoptosis, Autophagy

Pathway: Negative Regulation Of Hair Cycle -> Biodomain: Proteostasis, Immune Response, Apoptosis, Endolysosome, DNA Repair

Pathway: Actomyosin -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Mitochondrial Metabolism

Pathway: Mitochondrial Nucleoid -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: Mhc Class Ii Protein Binding, Via Antigen Binding Groove -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Endolysosome, Proteostasis

Pathway: Regulation Of Cell Fate Specification -> Biodomain: Cell Cycle, Proteostasis, Immune Response, Apoptosis, Epigenetic

Pathway: Positive Regulation Of Cell Fate Specification -> Biodomain: Cell Cycle, Immune Response, Apoptosis, Proteostasis, DNA Repair

Pathway: Negative Regulation Of Mesodermal Cell Fate Specification -> Biodomain: Immune Response, Cell Cycle, Epigenetic, Proteostasis, DNA Repair

Pathway: Regulation Of Endodermal Cell Fate Specification -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Endolysosome, Epigenetic

Pathway: Negative Regulation Of Endodermal Cell Fate Specification -> Biodomain: Immune Response, Apoptosis, Cell Cycle, RNA Spliceosome, Epigenetic

Pathway: Negative Regulation Of Ectodermal Cell Fate Specification -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Mitochondrial Metabolism, Structural Stabilization

Pathway: Auditory Receptor Cell Fate Specification -> Biodomain: Immune Response, Synapse, Mitochondrial Metabolism, Apoptosis, Proteostasis

Pathway: Auditory Receptor Cell Fate Determination -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Synapse

Pathway: Regulation Of Inner Ear Auditory Receptor Cell Fate Specification -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Cell Cycle

Pathway: Retinal Cone Cell Differentiation -> Biodomain: Immune Response, Synapse, Apoptosis, Mitochondrial Metabolism, Proteostasis

Pathway: Muscle Cell Differentiation -> Biodomain: Muscle Cell Differentiation, Apoptosis, Immune Response, Mitochondrial Metabolism, Proteostasis

Pathway: Muscle Cell Fate Commitment -> Biodomain: Proteostasis, Muscle Cell Fate Commitment, Immune Response, Apoptosis, Cell Cycle

Pathway: Muscle Cell Fate Specification -> Biodomain: Muscle Cell Fate Specification, Proteostasis, Immune Response, Apoptosis, Cell Cycle

Pathway: Ovulation Cycle -> Biodomain: Immune Response, Apoptosis, Endolysosome, Mitochondrial Metabolism, Lipid Metabolism

Pathway: Follicle-Stimulating Hormone Signaling Pathway -> Biodomain: Immune Response, Endolysosome, Autophagy, Structural Stabilization, Apoptosis

Pathway: Luteinizing Hormone Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Mitochondrial Metabolism, Metal Binding and Homeostasis

Pathway: Progesterone Secretion -> Biodomain: Immune Response, Apoptosis, Mitochondrial Metabolism, Lipid Metabolism, Endolysosome

Pathway: Uterine Wall Breakdown -> Biodomain: Endolysosome, Oxidative Stress, Immune Response, Apoptosis, Proteostasis

Pathway: Succinate-Coa Ligase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, DNA Repair

Pathway: Maternal Behavior -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Sperm Ejaculation -> Biodomain: Immune Response, Vasculature, Apoptosis, Mitochondrial Metabolism, Autophagy

Pathway: Mitochondrial Intermembrane Space Protein Transporter Complex -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, APP Metabolism, Oxidative Stress

Pathway: Mitochondrial Inner Membrane Peptidase Complex -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair

Pathway: Tim22 Mitochondrial Import Inner Membrane Insertion Complex -> Biodomain: Mitochondrial Metabolism, Proteostasis, Apoptosis, Oxidative Stress, Lipid Metabolism

Pathway: Thiamine-Containing Compound Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Fibrinolysis -> Biodomain: Immune Response, Apoptosis, Structural Stabilization, Oxidative Stress, Mitochondrial Metabolism

Pathway: Ph Domain Binding -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Autophagy, Structural Stabilization

Pathway: D-Xylose Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Immune Response

Pathway: Embryonic Digit Morphogenesis -> Biodomain: Immune Response, Structural Stabilization, Proteostasis, Apoptosis, Synapse

Pathway: Presynaptic Membrane -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Immune Response

Pathway: Defense Response To Bacterium -> Biodomain: Immune Response, Autophagy, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Hydrogen Peroxide Metabolic Process -> Biodomain: Oxidative Stress, Apoptosis, Autophagy, Mitochondrial Metabolism, DNA Repair

Pathway: Hydrogen Peroxide Catabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Apoptosis, Autophagy, DNA Repair

Pathway: Circadian Sleep/Wake Cycle -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Cell Cycle

Pathway: Circadian Sleep/Wake Cycle, Rem Sleep -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Apoptosis, Endolysosome

Pathway: Circadian Sleep/Wake Cycle, Non-Rem Sleep -> Biodomain: Synapse, Immune Response, Proteostasis, Oxidative Stress, Apoptosis

Pathway: Regulation Of Circadian Sleep/Wake Cycle -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism

Pathway: Regulation Of Circadian Rhythm -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Endolysosome

Pathway: Positive Regulation Of Circadian Rhythm -> Biodomain: Oxidative Stress, Proteostasis, Immune Response, Apoptosis, Epigenetic

Pathway: Negative Regulation Of Circadian Rhythm -> Biodomain: Immune Response, Oxidative Stress, Epigenetic, Autophagy, Proteostasis

Pathway: Eating Behavior -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Drinking Behavior -> Biodomain: Immune Response, Mitochondrial Metabolism, Oxidative Stress, Autophagy, Lipid Metabolism

Pathway: Long-Chain Fatty Acid Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Long-Chain Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Very Long-Chain Fatty Acid Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Very Long-Chain Fatty Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Structural Stabilization, Oxidative Stress

Pathway: Gpi-Anchor Transamidase Complex -> Biodomain: Immune Response, Structural Stabilization, Autophagy, Lipid Metabolism, Mitochondrial Metabolism

Pathway: Signal Transduction In Response To Dna Damage -> Biodomain: DNA Repair, Apoptosis, Immune Response, Oxidative Stress, Proteostasis

Pathway: Intrinsic Apoptotic Signaling Pathway In Response To Dna Damage By P53 Class Mediator -> Biodomain: Apoptosis, DNA Repair, Oxidative Stress, Cell Cycle, Proteostasis

Pathway: Dna Damage Response, Signal Transduction Resulting In Transcription -> Biodomain: DNA Repair, Apoptosis, Oxidative Stress, Immune Response, Proteostasis

Pathway: Atp Synthesis Coupled Electron Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, ATP Metabolism, Autophagy, Structural Stabilization

Pathway: Mitochondrial Atp Synthesis Coupled Electron Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Lipid Metabolism

Pathway: Proton Motive Force-Driven Mitochondrial Atp Synthesis -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis, Autophagy

Pathway: Trna 3'-End Processing -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Autophagy, Cell Cycle

Pathway: 3'-Trna Processing Endoribonuclease Activity -> Biodomain: RNA Spliceosome, Autophagy, Epigenetic, DNA Repair, Proteostasis

Pathway: Mrna Transcription By Rna Polymerase Ii -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: Nucleolar Large Rrna Transcription By Rna Polymerase I -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, DNA Repair

Pathway: 5S Class Rrna Transcription By Rna Polymerase Iii -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Snrna Transcription By Rna Polymerase Ii -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Proteostasis, Autophagy

Pathway: Snrna Transcription By Rna Polymerase Iii -> Biodomain: RNA Spliceosome, Epigenetic, Autophagy, Cell Cycle, Proteostasis

Pathway: Trna Transcription By Rna Polymerase Iii -> Biodomain: RNA Spliceosome, Epigenetic, Cell Cycle, Autophagy, Proteostasis

Pathway: Histone H4K20 Methyltransferase Activity -> Biodomain: Epigenetic, Proteostasis, DNA Repair, Autophagy, Immune Response

Pathway: Histone H3K4 Methyltransferase Activity -> Biodomain: Epigenetic, DNA Repair, Autophagy, Proteostasis, Cell Cycle

Pathway: Identical Protein Binding -> Biodomain: Proteostasis, Apoptosis, Autophagy, RNA Spliceosome, DNA Repair

Pathway: Protein Homodimerization Activity -> Biodomain: Structural Stabilization, Proteostasis, Apoptosis, Cell Cycle, Tau Homeostasis

Pathway: Actinin Binding -> Biodomain: Structural Stabilization, Proteostasis, Synapse, Apoptosis, Autophagy

Pathway: Fucose Binding -> Biodomain: Unknown, Immune Response, Structural Stabilization, Apoptosis, Endolysosome

Pathway: Nuclear Vitamin D Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Endolysosome

Pathway: Wnt Receptor Activity -> Biodomain: Immune Response, Synapse, Apoptosis, Proteostasis, Wnt Receptor Activity

Pathway: Vitamin B6 Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Autophagy, Proteostasis

Pathway: Pyridoxal Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy

Pathway: Pyridoxamine Metabolic Process -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Apoptosis

Pathway: Pyridoxal Phosphate Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Autophagy

Pathway: Pyridoxal Phosphate Biosynthetic Process -> Biodomain: Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, DNA Repair

Pathway: Mhc Class I Peptide Loading Complex -> Biodomain: Immune Response, Structural Stabilization, Endolysosome, Apoptosis, Mitochondrial Metabolism

Pathway: Tap Complex -> Biodomain: Immune Response, Endolysosome, Proteostasis, Apoptosis, DNA Repair

Pathway: Histone Deacetylase Binding -> Biodomain: Epigenetic, Cell Cycle, Proteostasis, DNA Repair, Immune Response

Pathway: Platelet Dense Granule -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Structural Stabilization, Apoptosis

Pathway: Defense Response To Protozoan -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis

Pathway: Peptidoglycan Binding -> Biodomain: Immune Response, Structural Stabilization, Apoptosis, Oxidative Stress, Endolysosome

Pathway: Bre Binding -> Biodomain: RNA Spliceosome, Epigenetic, Proteostasis, Cell Cycle, Apoptosis

Pathway: D-Glucuronate Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Metal Binding and Homeostasis, Proteostasis

Pathway: D-Xylose Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Immune Response, Proteostasis

Pathway: L-Alanine Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Autophagy, DNA Repair

Pathway: L-Alanine Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis

Pathway: Pyruvate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: Pyruvate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Autophagy, Proteostasis

Pathway: D-Glucuronate Transmembrane Transport -> Biodomain: Lipid Metabolism, Autophagy, Structural Stabilization, Oxidative Stress, Immune Response

Pathway: D-Glucuronate Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Metal Binding and Homeostasis

Pathway: Cysteine Transport -> Biodomain: Metal Binding and Homeostasis, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy

Pathway: Amide Transport -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Autophagy, Structural Stabilization, Immune Response

Pathway: Amide Transmembrane Transporter Activity -> Biodomain: Unknown, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Structural Stabilization

Pathway: Tubulin Deacetylase Activity -> Biodomain: Proteostasis, Mitochondrial Metabolism, Autophagy, Cell Cycle, Synapse

Pathway: 9-Cis-Retinoic Acid Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Xenobiotic Transport -> Biodomain: Proteostasis, Oxidative Stress, Immune Response, Autophagy, DNA Repair

Pathway: Xenobiotic Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Immune Response

Pathway: Nuclear Receptor-Mediated Glucocorticoid Signaling Pathway -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Endolysosome

Pathway: Neuromedin U Receptor Binding -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Endolysosome

Pathway: Neuropeptide Binding -> Biodomain: Synapse, Immune Response, Apoptosis, Oxidative Stress, Proteostasis

Pathway: Neuromedin U Binding -> Biodomain: Immune Response, Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Autophagy

Pathway: Enterobactin Transport -> Biodomain: Metal Binding and Homeostasis, Iron Transport, Immune Response, Oxidative Stress, Autophagy

Pathway: Enterobactin Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Iron Transport, Oxidative Stress, Endolysosome, Immune Response
